   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:38
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Kutubdia	22472	7199	727	7371	478	553	228	627	855	17183	76.4640
Moheshkhali	50352	23639	1180	9107	874	1072	1938	1787	3725	39597	78.6404
Coxs Bazar Sadar	71165	24281	5612	12293	2472	2928	2157	2657	4814	52400	73.6317
Ramu	40983	11450	1963	10785	2193	746	2071	1841	3912	31049	75.7607
Chakaria	74565	28983	3541	19742	2031	1568	952	3297	4249	60114	80.6196
Ukhiya	32630	14535	1112	6488	306	415	448	826	1274	24130	73.9504
Teknaf	40123	13138	1748	12684	286	492	1013	922	1935	30283	75.4754
Pekua	26680	7938	493	7530	483	266	402	1098	1500	18210	68.2534

 
