   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:31
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Langadu	14936	6485	1773	1722	173	323	146	759	905	11381	76.1984
Kawkhali	9627	3636	541	1334	267	717	45	708	753	7248	75.2883
Rangamati Sadar	16770	6797	1247	2517	834	633	91	1040	1131	13159	78.4675
Baghaichhari	11189	5398	550	840	348	1	26	415	441	7578	67.7272
Barkal	5911	2555	383	548	201	11	46	260	306	4004	67.7381
Naniarchar	8017	3467	388	801	297	306	74	536	610	5869	73.2069
Jurachhari	3644	1932	120	349	122	8	27	139	166	2697	74.0121
Kaptai	11002	3604	916	1628	266	442	9	688	697	7553	68.6512
Rajasthali	4249	1476	90	561	196	214	87	212	299	2836	66.7451
Belaichhari	4136	1913	113	382	198	51	9	224	233	2890	69.8743

 
