   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:56
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Kutubdia	22069	6965	669	6859	336	694	229	641	870	16393	74.2807
Moheshkhali	55533	23102	1462	9908	1584	2587	2155	1671	3826	42469	76.4752
Coxs Bazar Sadar	79317	26877	6414	13236	2252	2999	2092	2861	4953	56731	71.5244
Ramu	43947	12287	2020	11690	2214	1687	2427	2152	4579	34477	78.4513
Chakaria	79517	29877	3969	20004	2438	3186	1528	3776	5304	64778	81.4643
Ukhiya	36731	14859	1773	7871	417	1233	600	909	1509	27662	75.3097
Teknaf	46854	14470	2456	14166	512	895	1463	1080	2543	35042	74.7898
Pekua	30742	9645	580	8233	306	839	542	899	1441	21044	68.4536

 
