   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 13:04
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Faridpur Sadar	94312	31890	13725	10990	2528	4897	2139	9489	11628	75658	80.2210
Boalmari	56052	20898	4851	7425	2986	2185	1392	4511	5903	44248	78.9410
Bhanga	54783	19254	4398	4917	3504	2193	1222	7208	8430	42696	77.9366
Char Bhadrashion	13440	4046	2054	1370	548	1018	175	1353	1528	10564	78.6012
Nagarkanda	36918	13990	4194	4400	1307	1675	993	3248	4241	29807	80.7384
Sadarpur	34563	12317	4275	4048	977	1654	248	3142	3390	26661	77.1374
Alphadanga	22370	7877	2141	3640	1300	857	603	1682	2285	18100	80.9119
Modhukhali	45467	18463	3640	6275	1282	2226	986	4609	5595	37481	82.4356
Saltha	34340	12809	3094	5101	1278	1568	765	2429	3194	27044	78.7536

 
