   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:38
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Faridpur Sadar	88645	31702	10682	11708	2617	1192	926	9741	10667	68568	77.3512
Boalmari	51743	19011	3801	8166	3374	287	1225	4124	5349	39988	77.2820
Bhanga	50412	20253	4017	5124	3148	430	1045	5725	6770	39742	78.8344
Char Bhadrashion	12867	3983	1887	1594	671	374	122	1156	1278	9787	76.0628
Nagarkanda	66870	27578	6463	9322	2718	963	1071	4825	5896	52940	79.1685
Sadarpur	33056	11446	3571	4139	1213	403	175	2997	3172	23944	72.4347
Alphadanga	21362	7874	1793	3792	960	172	579	1542	2121	16712	78.2324
Modhukhali	42430	17256	3026	5549	1440	616	828	4131	4959	32846	77.4122

 
