   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:54
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Kazipur	58030	21724	4439	12313	2003	1175	1239	2840	4079	45733	78.8092
Rayganj	67317	29681	3165	13192	2244	793	1845	2355	4200	53275	79.1405
Tarash	45080	21752	1916	6885	1047	507	1828	1483	3311	35418	78.5670
Sirajganj Sadar	113210	42420	14982	22875	2721	910	1851	2556	4407	88315	78.0099
Kamarkhand	28547	11348	1765	5208	870	906	593	1128	1721	21818	76.4283
Chouhali	18838	6164	1595	3986	957	678	312	675	987	14367	76.2661
Ullahpara	120619	51048	8400	22992	2299	2040	3000	4363	7363	94142	78.0491
Belkuchi	68289	29669	7524	10168	1602	615	958	1469	2427	52005	76.1543
Shazadpur	113247	38459	8067	30272	4284	1160	1472	4109	5581	87823	77.5500

 
