   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:52
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Azmiriganj	20183	9143	1055	1918	254	204	220	2476	2696	15270	75.6577
Bahubal	33476	14719	2519	3790	1023	635	1043	2398	3441	26127	78.0470
Madhabpur	62403	30207	3956	4880	1663	1071	2609	4187	6796	48573	77.8376
Lakhai	28257	12321	1957	3225	417	420	377	2350	2727	21067	74.5550
Habiganj Sadar	59672	24080	4345	8346	2365	1475	2418	5437	7855	48466	81.2207
Baniachhong	56805	22954	4224	7586	1188	512	1724	3643	5367	41831	73.6396
Chunarughat	60497	26748	4176	7430	2190	555	3214	3575	6789	47888	79.1576
Nabiganj	58936	23307	3123	8129	3191	2033	3063	3603	6666	46449	78.8126

 
