   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:16
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Faridpur Sadar	85235	29902	10307	7384	2372	1428	423	9067	9490	60883	71.4296
Boalmari	49396	17775	2821	6715	2804	228	785	3108	3893	34236	69.3093
Bhanga	46776	18441	3534	4693	2412	182	720	3677	4397	33659	71.9578
Char Bhadrashion	12033	3079	1405	1234	569	208	84	916	1000	7495	62.2870
Nagarkanda	61556	22779	5336	5963	2642	610	602	3367	3969	41299	67.0918
Sadarpur	33054	9867	3133	3252	1214	269	123	2402	2525	20260	61.2936
Alphadanga	23581	9141	1622	2521	958	23	502	1190	1692	15957	67.6689
Modhukhali	39219	16039	2277	2835	1443	252	546	3476	4022	26868	68.5076

 
