   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:17
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Langadu	13343	4476	976	691	174	167	46	788	834	7318	54.8452
Kawkhali	8994	2789	302	925	264	152	12	726	738	5170	57.4828
Rangamati Sadar	16221	6057	778	1898	836	374	38	1170	1208	11151	68.7442
Baghaichhari	10996	5177	303	597	481	1	30	410	440	6999	63.6504
Barkal	5036	1982	129	293	147	23	16	226	242	2816	55.9174
Naniarchar	7330	3302	272	576	279	119	37	699	736	5284	72.0873
Jurachhari	3512	1771	42	225	108	0	4	115	119	2265	64.4932
Kaptai	11559	3583	871	1320	296	10	1	631	632	6712	58.0673
Rajasthali	4521	1355	87	637	219	210	20	260	280	2788	61.6678
Belaichhari	3723	1688	94	232	237	42	2	212	214	2507	67.3382

 
