   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:33
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Sripur	35337	14800	1801	4582	1327	818	494	4514	5008	28336	80.1879
Magura Sadar	74309	34262	5058	11055	2858	1574	530	7312	7842	62649	84.3088
Shalikha	31458	13884	1485	3389	1584	881	497	3720	4217	25440	80.8697
Mohammadpur	37907	16699	2363	6817	1312	1157	675	2490	3165	31513	83.1324

 
