   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:54
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Katiadi	58705	21790	3777	10002	2669	3114	1691	5020	6711	48063	81.8721
Bhariab Bazar	54868	21876	3317	8374	2196	3040	896	4710	5606	44409	80.9379
Austagram	28838	10494	1853	4644	1972	1112	393	3069	3462	23537	81.6180
Kishoreganj Sadar	70628	30747	4401	9108	2234	3421	2765	4538	7303	57214	81.0075
Hossainpur	37393	17020	1825	4521	1632	2063	519	2691	3210	30271	80.9537
Nikli	27227	10924	1523	3336	1811	1256	216	3007	3223	22073	81.0703
Bazitpur	44769	20099	3525	4671	1288	1561	1268	3076	4344	35488	79.2691
Pakundia	43104	17881	2801	4963	1586	2137	1841	2333	4174	33542	77.8164
Itna	32802	16833	2173	2640	763	926	701	2535	3236	26571	81.0042
Kuliarchar	32932	13969	1299	3972	1201	2409	1288	2492	3780	26630	80.8636
Tarail	31649	14388	1653	3303	1077	1572	912	2334	3246	25239	79.7466
Karimganj	53826	23958	3012	6235	2084	3082	1371	3814	5185	43556	80.9200
Mithamoin	23510	10436	1693	2559	927	567	914	1769	2683	18865	80.2425

 
