   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:48
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Senbag	51577	19393	4164	8107	1308	598	499	4041	4540	38110	73.8895
Begumganj	103690	39240	7491	17771	3834	899	877	8880	9757	78992	76.1809
Companiganj	46573	16385	3370	6825	2007	629	907	2729	3636	32852	70.5387
Sudharam (Sadar)	86249	28059	8458	16934	1829	1878	935	6518	7453	64611	74.9122
Hatiya	63321	22134	2799	16079	947	233	1975	1419	3394	45586	71.9919
Chatkhil	44310	16380	2273	5994	1773	904	311	3485	3796	31120	70.2325
Subarna Char	40303	12510	4385	7124	487	1637	931	2483	3414	29557	73.3370
Sonaimuri	60941	24377	4421	8275	1956	457	336	5691	6027	45513	74.6837
Kabirhat	29748	10939	1911	4765	775	373	197	2703	2900	21663	72.8217

 
