   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:39
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Digholia	93089	34617	16524	11925	1944	2024	2508	3196	5704	72738	78.1381
Dumuria	63188	25537	3490	8772	1694	2246	3386	6262	9648	51387	81.3240
Khulna Sadar	92685	32440	18767	15097	2448	3024	3500	2607	6107	77883	84.0298
Dacope	30657	15161	980	3848	379	462	582	2820	3402	24232	79.0423
Terokhada	25540	10579	2409	2411	1027	1284	862	1169	2031	19741	77.2944
Fultala	27136	10030	2755	5088	843	1120	1463	1945	3408	23244	85.6574
Batiaghata	36667	14672	2038	5173	1931	682	1913	1803	3716	28212	76.9411
Paikgachha	56195	25643	1586	7812	1015	2505	1574	5111	6685	45246	80.5161
Rupsha	36204	14221	2260	4696	1202	728	1874	2488	4362	27469	75.8728
Koyra	39279	21572	1381	3669	532	924	1323	2451	3774	31852	81.0917

 
