   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:39
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Tala	64937	26066	2483	13053	1811	1646	1486	4842	6328	51387	79.1336
Satkhira Sadar	96002	37080	6478	18270	3934	3469	3759	9251	13010	82241	85.6659
Kolaroa	52124	18845	3235	10163	799	1189	1870	5192	7062	41293	79.2207
Debhata	27305	12317	1663	3223	347	749	771	2947	3718	22017	80.6336
Shyamnagar	71683	36934	2196	7409	1274	1085	3283	5582	8865	57763	80.5812
Kaliganj	61912	27899	2881	6487	976	1739	1717	7210	8927	48909	78.9976
Asasuni	56825	28469	1791	8323	959	1312	1306	5080	6386	47240	83.1324

 
