   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:26
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Kazipur	55636	21335	2983	11240	2145	755	1050	3111	4161	42619	76.6033
Rayganj	64528	30595	2071	10638	2120	662	1414	2121	3535	49621	76.8984
Tarash	43262	21305	1470	5968	959	799	1256	1106	2362	32863	75.9627
Sirajganj Sadar	80442	34269	5404	15685	2691	690	1320	2188	3508	62247	77.3812
Kamarkhand	27159	11222	1220	1186	5083	409	283	875	1158	20278	74.6640
Chouhali	21579	9216	1046	3515	1040	400	257	412	669	15886	73.6179
Ullahpara	121336	51044	7553	23820	3109	1703	1993	4231	6224	93453	77.0200
Belkuchi	57306	27279	4297	4376	1981	250	708	1112	1820	40003	69.8060
Shazadpur	120434	41583	7665	32264	4202	946	347	3753	4100	90760	75.3608

 
