   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 13:03
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Bochaganj	35121	13752	1481	3733	770	2264	1949	4496	6445	28445	80.9914
Kaharole	34883	13769	689	3651	528	2372	1810	5268	7078	28087	80.5177
Fulbari	36663	16031	2154	1967	552	2244	3179	3530	6709	29657	80.8908
Khanshama	42593	15942	724	5933	576	3831	2234	5320	7554	34560	81.1401
Dinajpur Sadar	100936	38319	7749	15067	1329	4454	7731	8435	16166	83084	82.3135
Hakimpur	20571	8291	1752	2071	480	1087	2034	1155	3189	16870	82.0087
Birganj	69671	28453	1820	7498	842	5665	3294	8936	12230	56508	81.1069
Ghoraghat	25155	10141	1308	2411	943	1396	1864	1923	3787	19986	79.4514
Birol	55662	23344	1769	5085	1097	3837	2873	7466	10339	45471	81.6913
Chirir Bandar	64791	28347	2263	7095	720	3428	3911	7881	11792	53645	82.7970
Parbatipur	84472	30197	4602	12322	1681	3390	7841	8782	16623	68815	81.4649
Nawabganj	50440	20187	1807	6579	1215	2637	4906	3828	8734	41159	81.5999
Birampur	35965	15003	2010	2658	852	1696	4503	2711	7214	29433	81.8379

 
