   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:49
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Sharasti	47010	16744	1847	10776	1562	598	400	3623	4023	35550	75.6222
Matlab (South)	42363	14561	2656	9784	730	632	483	2780	3263	31626	74.6548
Hajiganj	61235	24289	2173	13034	1802	886	578	4190	4768	46952	76.6751
Chandpur Sadar	71377	27910	3008	14625	2420	2530	1149	4827	5976	56469	79.1137
Kachua	77969	27037	4124	15232	1995	1492	1357	5360	6717	56597	72.5891
Faridganj	81324	32199	4867	14331	1980	2078	634	6309	6943	62398	76.7277
Hemchar	18795	7696	646	3481	545	381	218	1564	1782	14531	77.3131
Motlab (North)	57138	22055	3382	9105	1246	1520	276	6141	6417	43725	76.5253

 
