   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:24
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Senbag	49384	17484	3376	6049	1114	353	292	3687	3979	32355	65.5172
Begumganj	93100	36392	5457	11573	2370	481	586	6453	7039	63312	68.0043
Companiganj	42771	14700	1819	6574	1870	628	365	2229	2594	28185	65.8975
Sudharam (Sadar)	107897	33995	7768	21022	2312	1009	1299	7038	8337	74443	68.9945
Hatiya	56860	18749	1797	10828	765	29	960	1597	2557	34725	61.0711
Chatkhil	41167	13907	1501	5039	1153	558	143	2140	2283	24441	59.3704
Subarna Char	29694	8533	2891	4748	503	367	568	1847	2415	19457	65.5250
Sonaimuri	54403	20776	3476	4946	1590	225	231	3689	3920	34933	64.2115

 
