   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:39
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Atghoria	34551	14450	1861	4952	1407	845	572	2234	2806	26321	76.1801
Pabna Sadar	126851	42034	9256	29281	5169	2899	4186	6791	10977	99616	78.5299
Chatmohor	70230	30932	4181	6028	3279	1501	912	6929	7841	53762	76.5513
Ishwardi	68867	24456	7041	11687	2581	2603	864	5163	6027	54395	78.9856
Faridpur	27853	9925	1741	6606	1138	489	1064	1872	2936	22835	81.9840
Sujanagar	59579	21255	3191	10027	4617	2401	563	4845	5408	46899	78.7173
Santhia	86980	35882	3894	18999	3088	2311	1359	4725	6084	70258	80.7749
Bera	54521	24067	3110	8989	1949	1437	818	2505	3323	42875	78.6394
Bhangoora	28219	13046	1875	2643	1200	280	953	1707	2660	21704	76.9127

 
