   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 13:04
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Adarsho Sadar	112677	37004	10296	20409	4471	5415	3532	7083	10615	88210	78.2857
Chouddagram	87357	33482	4776	17855	3742	2572	943	7453	8396	70823	81.0731
Barura	87396	32180	4395	16367	3226	3421	2121	5752	7873	67462	77.1912
Laksham	55714	22487	3187	9229	890	1199	553	4831	5384	42376	76.0599
Burichong	66829	24793	5401	8644	2995	4003	2134	4704	6838	52674	78.8191
Brahmanpara	40943	15633	2541	6022	1665	1934	635	4377	5012	32807	80.1285
Homna	40359	12763	3490	8382	2184	812	374	2779	3153	30784	76.2754
Muradnagar	113299	39424	8566	19305	4430	4761	959	9224	10183	86669	76.4958
Debidwar	91183	37620	6030	14654	3443	2349	1455	7439	8894	72990	80.0478
Daudkandi	72886	23060	4978	12489	3566	1999	1269	7687	8956	55048	75.5262
Chandina	76084	28822	4224	13481	2493	1494	3147	4327	7474	57988	76.2158
Nangolkot	75380	23620	5210	13755	1813	2914	286	7494	7780	55092	73.0857
Meghna	22381	6971	1468	5532	633	537	142	2371	2513	17654	78.8794
Titash	38448	10746	3556	7991	2023	1268	475	4434	4909	30493	79.3097
Comilla Sadar South	82583	34436	4192	11650	1824	1938	1615	5386	7001	61041	73.9147
Monohargonj	49015	18751	3767	7646	1113	1453	450	4638	5088	37818	77.1560

 
