   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:37
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Durgapur	43369	17140	3880	4963	447	1260	540	6040	6580	34270	79.0196
Poba (Sadar)	69749	18990	5350	15567	903	2614	827	13094	13921	57345	82.2162
Mohanpur	40993	16766	2162	6747	623	1024	903	4142	5045	32367	78.9574
Puthiya	48651	18522	4251	6019	492	1213	325	7978	8303	38800	79.7517
Bagmara	95738	39749	6410	14071	2270	2934	3072	9238	12310	77744	81.2050
Charghat	47561	18925	3567	7546	945	857	396	6151	6547	38387	80.7111
Boalia	99527	38613	32770	10304	492	774	546	4914	5460	88413	88.8332
Tanore	44365	18428	2264	5180	623	2738	1304	6499	7803	37036	83.4802
Godagari	66990	20225	5979	12422	1358	1601	2364	12229	14593	56178	83.8603
Bagha	42179	13879	3606	8270	528	1880	316	6496	6812	34975	82.9204

 
