   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:53
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Kazipur	58097	21422	4252	13078	2205	1181	1336	2974	4310	46448	79.9491
Rayganj	67791	29981	3055	13181	2264	768	1980	2487	4467	53716	79.2377
Tarash	46101	22334	1912	7151	1159	416	2000	1713	3713	36685	79.5753
Sirajganj Sadar	116373	44604	15404	24515	2981	811	2041	2931	4972	93287	80.1621
Kamarkhand	28674	11227	1731	5207	860	870	593	1119	1712	21607	75.3540
Chouhali	18798	6065	1618	4014	1043	584	322	662	984	14308	76.1145
Ullahpara	122711	52900	8589	24418	2429	2005	3115	4770	7885	98226	80.0466
Belkuchi	68444	29373	7405	10171	1651	545	997	1462	2459	51604	75.3959
Shazadpur	114918	38366	7802	30800	4450	1109	1511	4189	5700	88227	76.7739

 
