   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 13:01
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Katiadi	59557	22522	3820	9146	2694	3214	1694	5245	6939	48335	81.1575
Bhariab Bazar	55686	22377	2817	8651	2133	3418	914	5024	5938	45334	81.4100
Austagram	29283	10802	2005	4932	1121	1200	407	3227	3634	23694	80.9138
Kishoreganj Sadar	71167	31080	4544	9382	2423	3909	2621	4695	7316	58654	82.4174
Hossainpur	37720	15303	2188	5130	1564	2168	502	2484	2986	29339	77.7810
Nikli	26591	11186	1615	2986	1425	1349	206	3141	3347	21908	82.3888
Bazitpur	44328	20066	3502	4557	968	1607	1174	2931	4105	34805	78.5170
Pakundia	42409	18014	2994	5170	1654	2233	1732	2350	4082	34147	80.5183
Itna	32463	16586	2162	2600	620	1014	722	2673	3395	26377	81.2525
Kuliarchar	33448	13506	1290	4341	1247	2343	1301	2541	3842	26569	79.4337
Tarail	28997	13407	1900	2546	858	1454	701	1936	2637	22802	78.6357
Karimganj	52998	23198	3128	5975	1851	3128	1337	3818	5155	42435	80.0691
Mithamoin	23696	9937	1545	2444	926	737	856	1895	2751	18340	77.3970

 
