   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:57
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Katiadi	59131	22413	3881	9133	2651	3034	1690	5104	6794	47906	81.0167
Bhariab Bazar	55436	22390	2808	8531	2055	3115	902	4755	5657	44556	80.3738
Austagram	29085	10571	1788	4676	2027	1135	399	3087	3486	23683	81.4269
Kishoreganj Sadar	70624	30627	4515	9151	2207	3536	2612	4485	7097	57133	80.8974
Hossainpur	36709	16516	1818	4375	1516	2003	495	2404	2899	29127	79.3457
Nikli	26354	10808	1561	3049	1597	1298	209	3015	3224	21537	81.7219
Bazitpur	43967	19538	3399	4177	961	1440	1157	2795	3952	33467	76.1185
Pakundia	41919	17858	3028	5016	1529	2120	1727	2245	3972	33523	79.9709
Itna	32112	16697	2186	2626	676	885	700	2537	3237	26307	81.9226
Kuliarchar	33172	13716	1290	4116	1199	2398	1263	2448	3711	26430	79.6756
Tarail	28914	13657	1593	2501	771	1256	672	1771	2443	22221	76.8520
Karimganj	52686	23412	3019	5748	1889	2895	1314	3640	4954	41917	79.5600
Mithamoin	23562	10177	1576	2515	883	603	843	1797	2640	18394	78.0664

 
