   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:39
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Barisal Sadar	88204	30802	7243	14380	1838	2839	1621	4005	5626	62728	71.1170
Uzirpur	45568	19931	2226	7029	1232	1639	758	3550	4308	36365	79.8038
Bakerganj	60890	21605	3213	9464	2424	615	1377	5077	6454	43775	71.8919
Babuganj	27274	10639	1144	4501	652	729	560	1432	1992	19657	72.0723
Mehendiganj	54686	18715	4254	9402	2073	1111	2425	2310	4735	40290	73.6752
Gournadi	34876	13809	1417	4750	962	943	327	3443	3770	25651	73.5491
Muladi	32249	11747	2394	7154	1699	372	372	1573	1945	25311	78.4862
Hizla	22907	7478	1507	5951	1049	340	467	647	1114	17439	76.1296
Agailjhara	27898	11832	1392	2728	931	543	348	3305	3653	21079	75.5574
Banaripara	27680	11887	1229	3309	1286	739	345	1811	2156	20606	74.4436

 
