   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:54
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Bochaganj	34426	13871	1372	4157	513	1210	1951	4309	6260	27383	79.5416
Kaharole	35076	13417	507	4265	397	1305	1960	5469	7429	27320	77.8880
Fulbari	36825	15513	1976	2045	471	1403	3608	4032	7640	29048	78.8812
Khanshama	41360	16062	551	5784	427	2291	2214	4972	7186	32301	78.0972
Dinajpur Sadar	98998	38120	7001	14536	1144	3276	7730	8225	15955	80032	80.8420
Hakimpur	20266	7877	1567	2225	469	840	1991	1120	3111	16089	79.3891
Birganj	68801	28506	1629	7631	513	3915	3609	8857	12466	54660	79.4465
Ghoraghat	25631	10678	1301	2476	795	1192	1910	1921	3831	20273	79.0956
Birol	55552	23208	1684	5381	1126	2533	2975	7600	10575	44507	80.1177
Chirir Bandar	64884	28074	1734	6944	586	1938	4205	8153	12358	51634	79.5789
Parbatipur	82758	29609	4299	12392	1481	2237	8219	8889	17108	67126	81.1112
Nawabganj	49683	20594	1595	6659	1127	1805	4441	3573	8014	39794	80.0958
Birampur	36403	14879	1773	2572	1024	1376	4802	2808	7610	29234	80.3066

 
