   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 13:05
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Sharasti	48257	16817	1945	10531	1420	1579	423	4092	4515	36807	76.2729
Matlab (South)	43726	15862	2994	8995	819	1591	499	3048	3547	33808	77.3178
Hajiganj	63202	25284	2125	12535	1884	1894	659	4681	5340	49062	77.6273
Chandpur Sadar	74008	28192	3365	13648	3011	3617	1247	4938	6185	58018	78.3942
Kachua	80900	29365	4538	15494	2245	2189	1511	5953	7464	61295	75.7664
Faridganj	83490	32236	5303	13881	2552	3502	699	7060	7759	65233	78.1327
Hemchar	18899	8070	640	3169	452	637	255	1463	1718	14686	77.7078
Motlab (North)	57810	21835	3464	7821	1218	2621	301	5628	5929	42888	74.1879

 
