   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 13:02
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Fenchuganj	17956	6894	1656	2033	630	541	491	1623	2114	13868	77.2332
Gowainghat	52168	13888	3458	10879	3155	2047	1571	6010	7581	41008	78.6076
Jakiganj	35185	10012	3461	5040	2038	2667	1869	2443	4312	27530	78.2436
Jaintapur	29518	9529	1963	6828	983	1079	830	1821	2651	23033	78.0304
Balaganj	50093	14467	4998	7928	1473	2817	1121	6180	7301	38984	77.8232
Golapganj	47425	16054	6851	3603	1571	2451	1204	5419	6623	37153	78.3405
Sylhet Sadar	94386	34606	8409	12217	1817	5908	2103	8459	10562	73519	77.8918
Biani Bazar	35171	11104	4203	3324	2054	950	1235	3246	4481	26116	74.2544
Kanaighat	46972	14567	4090	9010	1222	1705	2704	2121	4825	35419	75.4045
Biswanath	30413	10280	3605	2929	576	1337	709	4191	4900	23627	77.6872
Companiganj	27508	8851	1581	4725	853	1673	208	2945	3153	20836	75.7452
South Shurma	53950	18774	6323	7478	1412	2598	1311	4847	6158	42743	79.2271

 
