   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 13:04
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Parshuram	19830	6908	1353	2787	816	1112	152	1821	1973	14949	75.3858
Chhagalnaiya	34628	11390	2507	3153	751	1214	85	1821	1906	20921	60.4164
Feni Sadar	90642	27830	8389	15166	3487	3458	650	7619	8269	66599	73.4748
Sonagazi	53878	15342	2472	12225	1887	1940	427	6007	6434	40300	74.7986
Dagonbhuiyan	51501	17816	3733	5687	1883	1930	282	5153	5435	36484	70.8413
Fulgazi	23888	7922	2106	2794	1406	976	208	2028	2236	17440	73.0074

 
