   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:25
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Sharasti	43153	13488	736	9062	1630	224	245	2143	2388	27528	63.7916
Matlab (South)	40466	11622	1371	8971	555	105	260	2418	2678	25302	62.5266
Hajiganj	55587	20196	1659	9542	1392	509	321	2908	3229	36527	65.7114
Chandpur Sadar	64247	22929	1364	11150	1314	514	661	4061	4722	41993	65.3618
Kachua	71953	23908	2414	12552	1275	583	714	3989	4703	45435	63.1454
Faridganj	76815	26897	2515	11199	1254	666	342	5055	5397	47928	62.3941
Hemchar	18419	6856	382	2766	501	228	71	1565	1636	12369	67.1535
Motlab (North)	55015	18778	1749	7371	866	266	160	5868	6028	35058	63.7244

 
