   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:52
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Senbag	52119	19862	4270	8287	1362	689	512	4154	4666	39136	75.0897
Begumganj	105835	39677	7957	18715	4034	993	890	9102	9992	81368	76.8819
Companiganj	47356	16420	3396	6843	1960	661	920	2755	3675	32955	69.5899
Sudharam (Sadar)	86806	28116	8594	17306	2001	2047	944	6770	7714	65778	75.7759
Hatiya	64350	23808	3179	16977	1039	177	2030	1469	3499	48679	75.6472
Chatkhil	44884	16486	2269	6095	1875	1109	317	3632	3949	31783	70.8114
Subarna Char	41392	13162	4783	7585	526	1775	967	2545	3512	31343	75.7224
Sonaimuri	61703	24806	4561	8678	1985	473	341	5907	6248	46751	75.7678
Kabirhat	29981	11414	2093	5160	822	421	197	2899	3096	23006	76.7353

 
