   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:54
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Langadu	16300	5761	1630	2071	331	1686	766	801	1567	13046	80.0368
Kawkhali	10246	3879	720	1728	375	716	223	612	835	8253	80.5485
Rangamati Sadar	19550	7240	1566	2791	1645	1602	574	845	1419	16263	83.1867
Baghaichhari	11609	5681	818	1364	562	437	37	563	600	9462	81.5057
Barkal	7068	2899	314	1127	327	226	243	261	504	5397	76.3582
Naniarchar	8852	3733	489	1086	326	659	396	535	931	7224	81.6087
Jurachhari	4243	2010	216	515	190	136	201	136	337	3404	80.2263
Kaptai	10892	3873	1018	2113	294	612	122	818	940	8850	81.2523
Rajasthali	4680	1843	101	664	199	513	228	207	435	3755	80.2350
Belaichhari	4754	2102	110	692	155	283	28	243	271	3613	75.9992

 
