   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:18
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Dighinala	14493	4585	981	2417	951	140	279	738	1017	10091	69.6267
Khagrachhari Sadar	14903	6109	357	2059	413	298	222	682	904	10140	68.0400
Mahalchhari	7925	2944	203	813	261	129	81	511	592	4942	62.3596
Panchhari	9572	5297	127	914	134	129	76	215	291	6892	72.0017
Ramgarh	9331	3764	302	1043	390	31	16	338	354	5884	63.0586
Manikchhari	8458	2711	238	1493	323	75	66	624	690	5530	65.3819
Matiranga	16429	6875	459	2677	582	149	357	1130	1487	12229	74.4354
Lakshmichhari	3596	1397	57	294	72	6	8	134	142	1968	54.7275

 
