   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:18
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Adarsho Sadar	85572	35348	4210	11200	1965	1049	570	4801	5371	59143	69.1149
Chouddagram	77866	24045	1902	12160	1327	684	264	4947	5211	45329	58.2141
Barura	72120	30081	2131	10178	1438	595	612	4205	4817	49240	68.2751
Laksham	56805	22144	2175	7603	599	253	230	3342	3572	36346	63.9838
Burichong	50874	20381	2220	6302	1490	569	370	3453	3823	34785	68.3748
Brahmanpara	35329	10793	1258	4311	1136	794	370	2625	2995	21287	60.2536
Homna	35614	8994	1601	6196	1911	456	133	2074	2207	21365	59.9905
Muradnagar	97553	30557	4332	11822	4891	401	710	6728	7438	59441	60.9320
Debidwar	83571	29774	3951	10172	2491	961	607	4853	5460	52809	63.1906
Daudkandi	61369	18266	3180	10241	2354	1046	308	4411	4719	39806	64.8634
Chandina	67502	22150	2792	10477	2051	504	1256	3218	4474	42448	62.8841
Nangolkot	65884	17747	3497	10553	2269	896	203	5335	5538	40500	61.4717
Meghna	19517	4934	741	3590	739	117	66	1505	1571	11692	59.9067
Titash	32154	7773	2701	6082	1178	551	130	2352	2482	20767	64.5861
Comilla Sadar South	68819	26879	2088	8117	1295	494	594	4519	5113	43986	63.9155
Monohargonj	43544	14704	2989	4876	776	303	228	3075	3303	26951	61.8937

 
