   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:57
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Langadu	15008	5196	1509	1955	377	1791	794	790	1584	12412	82.7026
Kawkhali	11676	4463	858	2096	450	946	244	692	936	9749	83.4961
Rangamati Sadar	19699	7285	1601	2787	1652	1758	589	852	1441	16524	83.8824
Baghaichhari	11615	5684	804	1390	600	542	50	570	620	9640	82.9961
Barkal	7208	3099	407	1245	374	302	274	264	538	5965	82.7553
Naniarchar	8890	3756	505	1150	320	707	414	539	953	7391	83.1384
Jurachhari	4292	2009	241	541	202	192	204	135	339	3524	82.1062
Kaptai	10702	3857	959	1976	259	639	104	725	829	8519	79.6019
Rajasthali	4663	1914	131	647	171	550	176	156	332	3745	80.3131
Belaichhari	4778	2286	174	730	157	305	23	249	272	3924	82.1264

 
