   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:52
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Manikganj Sadar	68290	24527	7171	8775	1961	4496	742	5439	6181	53111	77.7727
Saturia	37898	14655	2958	4665	1505	1681	440	5893	6333	31797	83.9015
Singair	61077	22642	3850	6960	1599	1920	1135	7392	8527	45498	74.4929
Daulatpur	37917	13954	2395	5588	995	1970	607	4664	5271	30173	79.5764
Harirampur	32855	10447	4103	3863	1268	1168	636	4337	4973	25822	78.5938
Shibalaya	36330	12618	3445	5879	1003	1648	740	5161	5901	30494	83.9361
Ghior	37129	12302	4099	5046	1531	1458	331	6458	6789	31225	84.0987

 
