   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:41
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Senbag	50823	18566	4286	7714	1475	417	496	4002	4498	36956	72.7151
Begumganj	100978	38971	6789	16952	3702	771	779	8528	9307	76492	75.7512
Companiganj	45369	16030	3309	6760	2096	635	887	2712	3599	32429	71.4783
Sudharam (Sadar)	84910	28640	8307	16919	1843	1591	1057	6651	7708	65008	76.5611
Hatiya	60198	21215	2628	14838	951	244	1966	1541	3507	43383	72.0672
Chatkhil	42693	15921	2195	5658	1691	823	290	3122	3412	29700	69.5664
Subarna Char	34245	10714	4114	5690	470	1166	884	2443	3327	25481	74.4079
Sonaimuri	57935	24385	4303	7851	1965	503	321	5157	5478	44485	76.7843
Kabirhat	28771	10496	1886	4156	803	294	205	2576	2781	20416	70.9603

 
