   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:39
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Langadu	15119	6009	1419	2330	173	761	443	780	1223	11915	78.8081
Kawkhali	10400	3753	524	1635	316	1021	117	757	874	8123	78.1058
Rangamati Sadar	18331	6917	1577	2883	894	877	351	1007	1358	14506	79.1337
Baghaichhari	11300	5779	772	1145	369	156	29	499	528	8749	77.4248
Barkal	6283	2562	321	975	205	50	101	258	359	4472	71.1762
Naniarchar	8323	3589	494	974	325	461	232	538	770	6613	79.4545
Jurachhari	3716	1951	115	476	139	5	74	134	208	2894	77.8794
Kaptai	11133	3845	820	1893	283	560	40	829	869	8270	74.2837
Rajasthali	4472	1684	120	645	231	319	156	245	401	3400	76.0286
Belaichhari	4310	1950	112	462	151	161	22	232	254	3090	71.6937

 
