   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:56
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Meherpur Sadar	61195	17302	5728	11104	651	1119	349	11549	11898	47802	78.1142
Gagni	76711	22910	6606	19597	1232	1250	243	8228	8471	60066	78.3017
Mujibnagar	22393	5536	1530	6100	199	308	39	3813	3852	17525	78.2611

 
