   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:33
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Kutubdia	22121	7389	732	7464	473	191	155	570	725	16974	76.7325
Moheshkhali	49356	22518	1279	8592	897	285	1667	1707	3374	36945	74.8541
Coxs Bazar Sadar	69365	23193	4892	11323	2211	2239	1819	2406	4225	48083	69.3188
Ramu	40248	11390	1946	10185	2128	448	1936	1771	3707	29804	74.0509
Chakaria	71105	27485	3450	17811	1788	677	448	3004	3452	54663	76.8765
Ukhiya	31795	12499	958	5025	241	77	337	741	1078	19878	62.5193
Teknaf	38469	12290	1423	11097	251	406	756	829	1585	27052	70.3216
Pekua	26368	7771	457	6963	475	167	248	1030	1278	17111	64.8931

 
