   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:42
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Kutubdia	23015	7344	599	7476	432	709	273	655	928	17488	75.9852
Moheshkhali	52979	23281	1053	9698	859	1118	1973	1769	3742	39751	75.0316
Coxs Bazar Sadar	72215	24245	5767	12096	2467	2778	2100	2544	4644	51997	72.0030
Ramu	41928	11514	1918	10873	2185	947	2131	1910	4041	31478	75.0763
Chakaria	75686	28067	3683	18940	2009	2323	1353	3417	4770	59792	79.0001
Ukhiya	33401	15287	1239	7005	521	593	531	893	1424	26069	78.0486
Teknaf	43395	12284	2017	12611	402	748	1303	966	2269	30331	69.8951
Pekua	27627	7971	448	7577	420	282	441	1023	1464	18162	65.7400

 
