   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:28
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Fenchuganj	13639	4503	1264	1755	719	355	252	1012	1264	9860	72.2927
Gowainghat	41674	10308	2664	6940	2151	402	1013	3132	4145	26610	63.8528
Jakiganj	29860	8162	3326	3934	1788	487	1034	1102	2136	19833	66.4200
Jaintapur	22990	6610	2067	4104	1138	168	479	835	1314	15401	66.9900
Balaganj	44802	12413	4132	7332	1781	1106	411	2804	3215	29979	66.9144
Golapganj	40264	12299	4890	3629	1213	871	560	2789	3349	26251	65.1972
Sylhet Sadar	76685	27079	8037	7957	1616	1827	695	3601	4296	50812	66.2607
Biani Bazar	30356	8158	3249	3595	2755	263	566	1256	1822	19842	65.3643
Kanaighat	41884	11083	3825	6528	2911	485	1660	765	2425	27257	65.0774
Biswanath	25613	9575	2008	2828	1140	471	202	2036	2238	18260	71.2919
Companiganj	21871	6487	1983	3546	810	608	86	1027	1113	14547	66.5127
South Shurma	45108	14610	3837	6067	1178	976	405	2637	3042	29710	65.8641

 
