   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:51
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Langadu	16272	5726	1640	2127	294	1486	699	790	1489	12762	78.4292
Kawkhali	11242	4056	730	1863	410	852	180	671	851	8762	77.9399
Rangamati Sadar	19458	7302	1539	2730	1496	1465	542	839	1381	15913	81.7813
Baghaichhari	11571	5648	783	1266	521	393	35	548	583	9194	79.4573
Barkal	7072	2874	314	1142	311	136	212	275	487	5264	74.4344
Naniarchar	8902	3715	482	1073	322	656	383	541	924	7172	80.5662
Jurachhari	4207	2009	205	505	187	95	171	135	306	3307	78.6071
Kaptai	10951	3948	997	2098	300	565	109	834	943	8851	80.8237
Rajasthali	4670	1845	108	687	195	455	212	211	423	3713	79.5075
Belaichhari	4700	2053	94	694	167	256	31	237	268	3532	75.1489

 
