   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:35
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Jhikarghachha	65778	22797	5194	13443	2447	1756	2869	6473	9342	54979	83.5827
Jessore Sadar	139144	45762	10463	27998	4938	4819	5829	10637	16466	110446	79.3753
Sarsa	76795	26957	5330	17369	1791	1292	2299	4518	6817	59556	77.5519
Keshobpur	56361	20169	2769	12935	1385	1499	2858	4409	7267	46024	81.6593
Bagherpara	43793	17854	2784	6204	1746	2250	1342	3698	5040	35878	81.9263
Monirampur	91853	29614	4114	26692	2173	2361	6448	6807	13255	78209	85.1458
Abhaynagar	55174	17805	3911	12832	1766	884	2374	5557	7931	45129	81.7940
Chowgachha	52704	17524	3576	9709	1523	1865	1777	5392	7169	41366	78.4874

 
