   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:25
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Kathalia	20628	7985	1312	2518	986	52	660	816	1476	14329	69.4638
Jhalakati Sadar	35780	13839	1564	5202	988	610	386	1649	2035	24238	67.7418
Rajapur	24725	9024	1435	3597	888	214	777	628	1405	16563	66.9889
Nalchhiti	35165	13908	1182	5612	1226	600	503	2537	3040	25568	72.7087

 
