   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:46
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Kazipur	56206	20993	3979	12717	2012	1061	1334	2924	4258	45020	80.0982
Rayganj	66616	30787	2799	13071	2314	486	1928	2343	4271	53728	80.6533
Tarash	45263	22176	1753	6968	1083	418	1963	1465	3428	35826	79.1507
Sirajganj Sadar	107786	41240	13796	22494	2778	698	1994	2604	4598	85604	79.4203
Kamarkhand	27762	10954	1563	4989	822	710	586	1040	1626	20664	74.4327
Chouhali	18566	5923	1283	3921	877	452	314	538	852	13308	71.6794
Ullahpara	120067	51053	7922	24018	2214	1808	3029	4545	7574	94589	78.7802
Belkuchi	64843	27730	6567	9695	1781	267	1068	1311	2379	48419	74.6711
Shazadpur	112306	37055	6868	29647	3743	781	1436	3898	5334	83428	74.2863

 
