   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:31
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Azmiriganj	17278	6604	908	1432	583	27	66	1888	1954	11508	66.6049
Bahubal	30434	11569	2199	2844	1333	576	335	1686	2021	20542	67.4969
Madhabpur	54938	25024	3327	4096	2471	623	1687	3092	4779	40320	73.3918
Lakhai	24231	8845	2461	3295	535	37	58	1661	1719	16892	69.7124
Habiganj Sadar	52372	23520	3746	4690	1617	430	1179	3143	4322	38325	73.1784
Baniachhong	48009	18278	4735	4990	1474	82	848	2355	3203	32762	68.2414
Chunarughat	53055	23310	2868	5918	2296	215	1869	2832	4701	39308	74.0892
Nabiganj	49019	17571	1696	7170	3410	1223	1897	2342	4239	35309	72.0313

 
