   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:34
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Dighinala	15664	6081	1265	3060	1023	109	467	750	1217	12755	81.4288
Khagrachhari Sadar	15814	6543	635	2865	352	552	409	713	1122	12069	76.3185
Mahalchhari	8128	3335	290	1072	222	232	290	349	639	5790	71.2352
Panchhari	9810	5333	172	843	145	325	219	239	458	7276	74.1692
Ramgarh	10222	4225	421	1459	452	304	181	332	513	7374	72.1385
Manikchhari	9364	2775	333	2050	391	256	199	853	1052	6857	73.2273
Matiranga	21418	8762	1064	4287	554	500	744	1323	2067	17234	80.4650
Lakshmichhari	4841	2360	98	423	231	27	54	262	316	3455	71.3696

 
