Div_Name	pusti108	pusti109	pusti110	pusti111	pusti112	pusti113	pusti114	pusti115	pusti116	pusti117	pusti118	pusti119	pusti120	pusti121	pusti122	pusti123	pusti124	pusti125
Rajshahi	1108	0	3295	982	11898	37130	612	5822	9590	14101	621	3674	672	691	156	446	416	502
Khulna	1025	329	1580	683	21361	42319	3096	9629	14539	34509	845	4558	1852	694	116	446	397	465
Barisal	285	61	1174	758	8473	11986	824	4800	6554	10696	359	14861	431	407	90	182	151	581
Dhaka	1714	296	3887	1286	15722	68947	1449	10087	13310	17613	2576	4749	1953	2237	206	934	701	1616
Chittagong	2003	237	1671	842	17738	50844	4029	9254	13650	24489	826	3777	1655	1509	413	609	718	897
Sylhet	743	333	2621	215	7320	23107	827	7899	11123	21716	469	1442	636	1013	225	395	247	518
Rangpur	1210	311	1341	491	11626	56149	1283	4234	5731	8248	2390	3625	1308	297	76	134	178	257
Mymensingh	559	350	932	439	6015	15619	555	4043	5389	9561	317	2457	588	438	250	401	240	414
