Div_Name	pusti108	pusti109	pusti110	pusti111	pusti112	pusti113	pusti114	pusti115	pusti116	pusti117	pusti118	pusti119	pusti120	pusti121	pusti122	pusti123	pusti124	pusti125
Rajshahi	762	65	3137	1035	11230	24905	640	5657	8837	14915	368	1843	520	927	115	389	396	437
Khulna	747	356	1721	651	17723	34133	2417	9087	15326	34137	561	2637	1786	815	121	276	322	583
Barisal	495	161	1282	955	4717	12257	653	4243	6277	8217	351	1034	341	426	228	230	127	505
Dhaka	1489	433	3307	1826	13533	61707	1428	9749	13368	17951	1766	2876	1769	1183	427	1130	829	1158
Chittagong	1373	352	2216	864	16946	41013	2968	8580	13268	24594	1078	2357	1463	1222	452	467	693	651
Sylhet	850	147	2057	224	6738	22010	745	5441	8307	14092	514	1149	502	956	487	607	509	616
Rangpur	1661	749	1773	485	8796	21316	1606	4526	6136	9854	180	1187	867	277	87	217	221	226
Mymensingh	347	30	696	461	5162	11522	1030	3438	4568	9367	669	1099	460	413	93	267	358	426
