Div_Name	pusti108	pusti109	pusti110	pusti111	pusti112	pusti113	pusti114	pusti115	pusti116	pusti117	pusti118	pusti119	pusti120	pusti121	pusti122	pusti123	pusti124	pusti125
Rajshahi	767	157	3097	905	1990	25505	864	5346	7779	12914	791	2874	310	1003	111	455	379	583
Khulna	835	238	1773	595	3254	38958	2662	8484	13961	31862	453	2913	2274	811	149	509	644	493
Barisal	176	26	1026	627	2012	10422	1465	4028	5653	7217	942	2171	230	311	41	63	190	247
Dhaka	1263	249	3897	2200	11844	47424	1232	7682	11222	14409	1895	4772	1337	1857	425	1178	1096	1890
Chittagong	1649	291	1620	929	3510	46798	2613	8020	12993	23102	505	3475	721	1487	853	449	379	557
Sylhet	272	2	1791	219	955	20217	996	6846	9505	17536	600	1937	664	1615	341	372	318	474
Rangpur	1115	277	1225	463	5394	32849	2286	4449	6668	11325	527	2427	899	625	363	516	232	367
Mymensingh	162	12	594	494	1537	12676	1147	3903	3742	8570	2504	3043	713	359	70	303	336	449
