Div_Name	pusti108	pusti109	pusti110	pusti111	pusti112	pusti113	pusti114	pusti115	pusti116	pusti117	pusti118	pusti119	pusti120	pusti121	pusti122	pusti123	pusti124	pusti125
Rajshahi	213	22	2547	931	4052	30941	792	4361	7369	11718	859	5320	878	772	237	350	468	527
Khulna	1586	320	2577	767	2240	27177	2404	8045	11740	26486	603	4217	846	912	114	350	589	758
Barisal	200	37	803	603	906	9153	922	3698	5247	8045	1201	2368	160	737	308	151	163	232
Dhaka	515	201	1961	1198	5379	51138	994	5879	9735	13975	780	6557	618	997	193	608	600	930
Chittagong	1287	212	1839	895	14867	37946	4909	7386	11467	23150	483	4548	933	1004	347	399	1379	593
Sylhet	879	50	1962	184	289	19920	881	4916	7539	12138	418	2579	347	721	289	399	182	454
Rangpur	1703	475	812	433	4637	21741	1214	3679	5336	7941	312	4333	399	229	71	182	157	460
Mymensingh	341	96	554	416	1155	12880	1567	2715	2780	5487	450	2918	222	472	64	220	265	353
