Div_Name	pusti108	pusti109	pusti110	pusti111	pusti112	pusti113	pusti114	pusti115	pusti116	pusti117	pusti118	pusti119	pusti120	pusti121	pusti122	pusti123	pusti124	pusti125
Rajshahi	955	355	3183	1824	12768	40969	1012	5868	9507	14264	612	5909	872	832	207	490	476	627
Khulna	803	314	1815	765	27232	49694	3016	10062	16612	37396	785	12329	2091	658	280	383	375	597
Barisal	345	167	1078	667	9024	17443	790	4770	6392	9922	460	2820	438	296	116	262	235	402
Dhaka	2603	276	4724	1724	19034	71719	936	10807	15320	20953	1827	7427	2286	1124	314	1285	885	1491
Chittagong	2394	166	1838	1466	20352	63394	3310	10465	15070	28446	797	6363	1791	1524	368	501	750	745
Sylhet	1911	564	3008	206	9187	27003	784	9367	11470	21566	876	2678	673	1245	595	336	277	364
Rangpur	2716	180	1341	522	13152	71032	1967	4706	7416	11316	1201	4593	1028	325	100	142	131	200
Mymensingh	621	262	916	635	6303	20714	880	4301	5072	10122	795	7447	857	675	305	559	446	578
