Div_Name	pusti108	pusti109	pusti110	pusti111	pusti112	pusti113	pusti114	pusti115	pusti116	pusti117	pusti118	pusti119	pusti120	pusti121	pusti122	pusti123	pusti124	pusti125
Rajshahi	2420	839	3193	861	19337	39903	1148	7548	12224	20405	667	3927	351	586	494	672	474	502
Khulna	2019	2810	4535	1234	20878	35412	1541	9546	14875	33243	591	4399	191	593	1111	575	467	779
Barisal	186	89	924	428	15190	16642	1633	5570	8884	15532	1056	2708	498	684	44	192	271	318
Dhaka	2443	376	4187	1021	43028	63169	1399	11403	16115	25972	2382	5687	2736	1592	431	1699	1492	1760
Chittagong	1214	201	1553	688	22504	49818	2755	11241	17115	33068	456	3978	729	1203	418	696	642	830
Sylhet	388	43	2654	172	10479	29387	334	7887	12269	25487	1438	3284	537	1247	297	555	485	679
Rangpur	837	366	1634	472	23664	33551	1405	5944	9694	14904	836	3298	276	470	123	322	384	412
Mymensingh	387	219	870	453	10955	16576	283	5848	6886	14147	925	3019	98	485	382	446	476	420
