Div_Name	pusti108	pusti109	pusti110	pusti111	pusti112	pusti113	pusti114	pusti115	pusti116	pusti117	pusti118	pusti119	pusti120	pusti121	pusti122	pusti123	pusti124	pusti125
Rajshahi	113	97	2713	1047	681	36741	560	3412	5706	9466	716	6183	136	834	95	216	220	507
Khulna	660	27	1774	1136	2146	24103	2281	9528	9178	17795	1854	4158	309	673	193	293	397	295
Barisal	1136	903	1265	1244	730	8288	461	2631	4043	5565	773	3717	51	517	911	121	122	203
Dhaka	1005	80	2605	1130	5357	65820	667	4355	7137	8795	1505	6940	825	1461	191	701	668	1170
Chittagong	2326	242	1633	828	4286	34523	3113	7289	13117	19610	1297	4902	1392	1014	236	263	411	556
Sylhet	416	10	659	205	398	17249	1528	4978	6107	8937	583	2979	407	896	181	2324	1108	2050
Rangpur	2605	3287	1073	650	3293	24998	1247	3803	5670	8390	482	5862	530	1717	114	199	3949	311
Mymensingh	295	2	1232	393	239	12890	1955	3033	3502	6590	672	2621	186	257	94	122	186	212
