Div_Name	pusti108	pusti109	pusti110	pusti111	pusti112	pusti113	pusti114	pusti115	pusti116	pusti117	pusti118	pusti119	pusti120	pusti121	pusti122	pusti123	pusti124	pusti125
Rajshahi	768	40	3044	996	14672	44175	807	6628	10366	15868	599	5600	1052	606	244	583	439	464
Khulna	2229	453	1690	667	27053	47757	3889	11438	17943	41556	921	6077	3175	796	138	403	462	629
Barisal	151	59	1509	994	10712	15449	827	5037	6992	12209	912	3045	821	376	82	208	202	739
Dhaka	1619	211	4164	2121	18786	74911	1317	9963	14249	20145	2085	6612	1867	2144	461	1280	1097	1315
Chittagong	1761	394	1542	860	17268	51382	3256	10010	14774	28352	923	4227	2004	1480	319	666	1621	896
Sylhet	514	340	564	1996	7111	23728	932	8224	11510	20546	490	2828	219	614	234	205	136	386
Rangpur	1028	313	1324	423	14051	78546	1577	4418	6370	10046	244	4387	921	401	80	152	140	205
Mymensingh	473	271	800	828	6936	20285	3568	5436	6077	12471	1089	3296	992	736	440	479	314	441
