Div_Name	pusti108	pusti109	pusti110	pusti111	pusti112	pusti113	pusti114	pusti115	pusti116	pusti117	pusti118	pusti119	pusti120	pusti121	pusti122	pusti123	pusti124	pusti125
Rajshahi	648	113	3176	1042	20750	50967	1256	7389	11616	20364	308	5178	458	732	163	657	509	543
Khulna	829	449	1689	990	23195	41170	2795	11946	16754	41492	452	5107	136	715	136	355	350	635
Barisal	189	17	898	448	18724	21242	1820	5761	8595	15670	404	2754	333	401	93	142	198	296
Dhaka	2520	928	4114	1187	43679	73923	1790	11926	16353	26567	17000	6266	3711	2082	355	1830	1592	2036
Chittagong	2322	291	1769	901	23812	60317	2389	11795	18258	34019	918	3880	2145	1413	722	967	702	823
Sylhet	257	45	2584	161	13438	40140	481	9710	12634	23600	247	3260	595	1175	292	722	452	680
Rangpur	1044	308	1776	573	29523	40544	829	5802	9698	14998	676	3965	513	659	171	491	403	478
Mymensingh	361	205	972	483	9694	23225	1339	5121	6444	15336	2791	3128	176	516	425	417	462	477
