Div_Name	pusti108	pusti109	pusti110	pusti111	pusti112	pusti113	pusti114	pusti115	pusti116	pusti117	pusti118	pusti119	pusti120	pusti121	pusti122	pusti123	pusti124	pusti125
Rajshahi	1001	165	3199	853	12316	25318	1894	5445	8727	14355	339	1875	614	727	136	280	314	484
Khulna	748	296	1606	670	14793	43555	2306	9649	16554	34995	611	2073	1509	509	146	251	289	399
Barisal	435	260	931	595	6612	14018	983	4345	6282	9607	331	942	124	505	55	151	128	374
Dhaka	1507	329	2660	1775	17704	56883	1263	10118	13666	18568	2226	3021	1656	1594	405	894	864	1146
Chittagong	1189	423	1726	814	17448	36883	2893	9240	14282	25283	829	2170	1443	1299	338	434	590	806
Sylhet	478	18	2438	203	7516	22104	1155	7463	11192	18757	481	694	498	1020	370	465	356	492
Rangpur	586	254	1229	494	8827	30554	1281	4132	6489	11046	826	2216	1102	225	65	176	143	194
Mymensingh	186	14	734	601	6029	13670	893	3919	6042	9925	792	1781	428	504	82	245	317	378
