Div_Name	pusti108	pusti109	pusti110	pusti111	pusti112	pusti113	pusti114	pusti115	pusti116	pusti117	pusti118	pusti119	pusti120	pusti121	pusti122	pusti123	pusti124	pusti125
Rajshahi	901	86	3244	1067	20745	50526	853	7553	11662	19978	534	5027	320	627	320	709	578	638
Khulna	443	244	1793	969	23499	40834	1821	10939	15095	36459	531	5615	147	877	402	445	454	776
Barisal	201	21	910	410	18174	25341	2219	6130	8640	14594	560	3016	459	401	77	188	259	364
Dhaka	2831	872	4136	1157	48182	75276	1877	10725	15775	25370	6262	6891	3418	2093	402	1947	1647	2118
Chittagong	2906	263	1943	878	31026	63019	4760	12428	18705	34575	1074	4484	1690	1558	885	969	1064	1073
Sylhet	652	124	2606	192	11010	36328	2567	9702	14138	26627	1080	3664	603	1351	296	713	475	765
Rangpur	1321	397	1823	782	26614	42577	1247	6234	9479	16747	291	4375	533	818	151	548	576	642
Mymensingh	401	239	1049	522	11987	26262	1289	5853	7422	16093	657	3404	165	593	492	442	456	523
