Div_Name	pusti108	pusti109	pusti110	pusti111	pusti112	pusti113	pusti114	pusti115	pusti116	pusti117	pusti118	pusti119	pusti120	pusti121	pusti122	pusti123	pusti124	pusti125
Rajshahi	1860	568	2778	1061	21244	60072	1542	7838	12160	20311	846	5806	362	639	602	729	566	544
Khulna	1330	532	1814	1240	24945	34111	1372	11653	16956	40436	730	6280	282	722	124	358	363	669
Barisal	336	192	988	509	24634	25167	1502	6271	9492	16398	528	3422	276	336	89	205	297	370
Dhaka	2686	746	4516	1638	34229	76155	1705	12520	17133	27627	2174	7690	3142	1808	378	1653	1717	1939
Chittagong	1313	179	1788	878	28287	69351	2772	12447	20450	35061	1943	5179	1668	1454	564	819	920	987
Sylhet	536	128	2567	182	10363	31165	124	9128	12690	25286	1079	4019	530	1040	324	575	503	625
Rangpur	2308	394	1724	682	25933	51053	1017	7386	9576	15217	495	4891	450	618	137	352	304	446
Mymensingh	537	243	848	451	11927	20775	540	5027	6852	16386	76	3710	86	478	541	400	398	512
