ZL,UZ,UN/WA,MZ/MH,Vill,RMO,Administrative Unit Residence Community,Area in Acres,Total Households,Population-Total,Population-In Households,check_var
47,12,11,014,XX,01,*Amirpur,218,913,913,0,00010
47,12,11,037,XX,01,*Arazi Narayanpur,30,133,133,0,00010
47,12,11,224,XX,01,*Char Hadirabad,120,547,547,0,00010
47,12,11,261,XX,01,*Datta Para,83,302,302,0,00010
47,12,11,351,XX,01,*Hadirabad,130,564,564,0,00010
47,12,11,381,XX,01,*Hasimpur,51,238,238,0,00010
47,12,11,463,XX,01,*Joypurdanga,60,252,252,0,00010
47,12,11,486,XX,01,*Karerdhone,532,2267,2267,0,00010
47,12,11,493,XX,01,*Karia,146,586,586,0,00010
47,12,11,501,XX,01,*Kariabhita,23,98,98,0,00010
47,12,11,568,XX,01,*Khanrabad,653,2799,2799,0,00010
47,12,11,598,XX,01,*Kismat Kurighata,150,611,611,0,00010
47,12,11,673,XX,01,*Masidghata,288,1214,1214,0,00010
47,12,11,718,XX,01,*Narayankhali,219,866,866,0,00010
47,12,11,725,XX,01,*Narayanpur,265,1146,1146,0,00010
47,12,11,733,XX,01,*Nijgram,220,842,842,0,00010
47,12,11,822,XX,01,*Rambhadrapur,176,694,694,0,00010
47,12,11,942,XX,01,*Shyamganj,173,718,718,0,00010
47,12,11,957,XX,01,*Tala Para,347,1492,1492,0,00010
47,12,23,082,XX,01,*Baliadanga,474,1901,1901,0,00010
47,12,23,134,XX,01,*Bhadail,85,357,357,0,00010
47,12,23,172,XX,01,*Birat,511,2096,2096,0,00010
47,12,23,194,XX,01,*Bujbunia,435,1871,1871,0,00010
47,12,23,284,XX,01,*Dhadua,360,1547,1547,0,00010
47,12,23,336,XX,01,*Ghoshkhali,7,26,26,0,00010
47,12,23,396,XX,01,*Hatbaria,30,119,119,0,00010
47,12,23,426,XX,01,*Jalia Para,81,358,358,0,00010
47,12,23,441,XX,01,*Jhalbaridanga,443,1786,1786,0,00010
47,12,23,478,XX,01,*Kadamtala,4,22,22,0,00010
47,12,23,620,XX,01,*Kismat Solakura,144,584,584,0,00010
47,12,23,740,XX,01,*Noapakhia,81,336,336,0,00010
47,12,23,785,XX,01,*Phulbati,400,1622,1622,0,00010
47,12,23,830,XX,01,*Ranjiter Hula,333,1405,1405,0,00010
47,12,23,897,XX,01,*Solakura,71,329,329,0,00010
47,12,23,965,XX,01,*Talbuniar Hula,161,712,712,0,00010
47,12,23,972,XX,01,*Taliamara,407,1742,1742,0,00010
47,12,35,044,XX,01,*Auskhali,80,330,330,0,00010
47,12,35,052,XX,01,*Baguladanga Patharghata,104,435,435,0,00010
47,12,35,059,XX,01,*Batiaghata,195,830,830,0,00010
47,12,35,074,XX,01,*Balabunia,203,804,804,0,00010
47,12,35,119,XX,01,*Baruirabad,102,434,434,0,00010
47,12,35,157,XX,01,*Bherandabunia,98,424,424,0,00010
47,12,35,216,XX,01,*Chak Solemari,114,479,479,0,00010
47,12,35,366,XX,03,*Hetalbunia,866,3467,3467,0,00010
47,12,35,389,XX,03,*Hatbati (Baro),1042,4208,4208,0,00010
47,12,35,411,XX,01,*Hogolbunia,445,1978,1978,0,00010
47,12,35,561,XX,01,*Khalsibunia,165,682,682,0,00010
47,12,35,613,XX,01,*Kismat Phultala,328,1411,1411,0,00010
47,12,35,658,XX,01,*Madia Asannagar,216,885,885,0,00010
47,12,35,665,XX,01,*Mailmara,192,725,725,0,00010
47,12,35,695,XX,01,*Mathbhanga,161,657,657,0,00010
47,12,35,748,XX,01,*Par Batiaghata,147,644,644,0,00010
47,12,35,793,XX,01,*Phultala,252,1067,1067,0,00010
47,12,47,029,XX,01,*Arazi Lakshmikhola,2,9,9,0,00010
47,12,47,142,XX,01,*Bhadganti,208,881,881,0,00010
47,12,47,149,XX,01,*Bhandarkote,898,3398,3398,0,00010
47,12,47,164,XX,01,*Bil Kultia,82,305,305,0,00010
47,12,47,231,XX,01,*Char Jhnaikhali,30,115,115,0,00010
47,12,47,344,XX,01,*Goalghata,80,339,339,0,00010
47,12,47,359,XX,01,*Halia,711,2762,2762,0,00010
47,12,47,456,XX,01,*Jhinaikhali,166,685,685,0,00010
47,12,47,591,XX,01,*Kismat Jhinaikhali,173,688,688,0,00010
47,12,47,605,XX,01,*Kismat Lakshmikhola,190,767,767,0,00010
47,12,47,643,XX,01,*Kultia,331,1378,1378,0,00010
47,12,47,650,XX,01,*Lakshmikhola,106,429,429,0,00010
47,12,47,710,XX,01,*Naoailtala,406,1697,1697,0,00010
47,12,47,755,XX,01,*Par Hogla,81,322,322,0,00010
47,12,47,890,XX,01,*Sialidanga,267,1096,1096,0,00010
47,12,47,912,XX,01,*Sreefaltala,235,963,963,0,00010
47,12,59,022,XX,01,*Andharia,56,243,243,0,00010
47,12,59,067,XX,01,*Bajeafti Debitala,71,276,276,0,00010
47,12,59,127,XX,01,*Barun Para,336,1288,1288,0,00010
47,12,59,179,XX,01,*Boyarbhanga,532,2220,2220,0,00010
47,12,59,187,XX,01,*Britti Khalsebunia,231,973,973,0,00010
47,12,59,239,XX,01,*Charkhali Machalia,210,843,843,0,00010
47,12,59,269,XX,01,*Debitala,377,1441,1441,0,00010
47,12,59,299,XX,01,*Gagramari,42,154,154,0,00010
47,12,59,306,XX,01,*Gangarampur,293,1169,1169,0,00010
47,12,59,508,XX,01,*Kasiadanga,182,552,552,0,00010
47,12,59,523,XX,01,*Katamari,470,1945,1936,9,00010
47,12,59,531,XX,01,*Kaemkhola,183,691,691,0,00010
47,12,59,538,XX,01,*Kayemkholar Hula,213,750,750,0,00010
47,12,59,546,XX,01,*Katianangla,1042,3949,3948,1,00010
47,12,59,553,XX,01,*Khajurtala,89,423,423,0,00010
47,12,59,763,XX,01,*Par Salua,132,520,520,0,00010
47,12,59,770,XX,01,*Par Titukhali,5,17,17,0,00010
47,12,59,845,XX,01,*Salua,96,376,376,0,00010
47,12,59,994,XX,01,*Titukhali,91,338,338,0,00010
47,12,71,007,XX,01,*Alutala,609,2506,2506,0,00010
47,12,71,097,XX,01,*Banshbaria,209,972,972,0,00010
47,12,71,209,XX,01,*Chak Alipur,196,816,816,0,00010
47,12,71,246,XX,01,*Chhaygharia,889,4061,4061,0,00010
47,12,71,271,XX,01,*Denarabad,64,266,266,0,00010
47,12,71,291,XX,01,*Dubi,463,2203,2203,0,00010
47,12,71,374,XX,01,*Harintana,1857,8280,8280,0,00010
47,12,71,433,XX,01,*Jalma,179,728,728,0,00010
47,12,71,448,XX,01,*Jharbhanga,327,1522,1522,0,00010
47,12,71,583,XX,01,*Kholabaria,157,890,890,0,00010
47,12,71,635,XX,01,*Krishnanagar,2890,13191,13189,2,00010
47,12,71,680,XX,01,*Mathabhanga,919,3989,3989,0,00010
47,12,71,800,XX,01,*Raingamari,671,2967,2967,0,00010
47,12,71,815,XX,01,*Rajbandh,1311,5429,5429,0,00010
47,12,71,860,XX,01,*Sanchibunia,1262,5509,5509,0,00010
47,12,71,905,XX,01,*Solemari,364,1579,1579,0,00010
47,12,71,980,XX,01,*Tentultala,558,2517,2517,0,00010
47,12,71,987,XX,01,*Thikrabanda,318,1600,1600,0,00010
47,12,83,089,XX,01,*Banda Bastibuna,38,169,169,0,00010
47,12,83,104,XX,01,*Bara Aria,426,1575,1575,0,00010
47,12,83,112,XX,01,*Bara Bhuiya,381,1684,1684,0,00010
47,12,83,201,XX,01,*Buna,591,2558,2558,0,00010
47,12,83,314,XX,01,*Gaonghara,1225,5076,5075,1,00010
47,12,83,321,XX,01,*Gariardanga,305,1328,1328,0,00010
47,12,83,329,XX,01,*Gazalia,115,496,496,0,00010
47,12,83,471,XX,01,*Kalyansree,546,2205,2205,0,00010
47,12,83,516,XX,01,*Katakhali,15,65,65,0,00010
47,12,83,576,XX,01,*Kharial,109,402,402,0,00010
47,12,83,628,XX,01,*Kodla,195,761,761,0,00010
47,12,83,688,XX,01,*Mathbari,52,218,218,0,00010
47,12,83,778,XX,01,*Parisamari,86,354,354,0,00010
47,12,83,807,XX,01,*Roypur,499,1946,1946,0,00010
47,12,83,818,XX,01,*Ruhitmara,31,121,121,0,00010
47,12,83,852,XX,01,*Sambhunagar,105,446,446,0,00010
47,12,83,867,XX,01,*Sanpa,28,148,148,0,00010
47,12,83,920,XX,01,*Sukhdara,613,2830,2830,0,00010
47,12,83,927,XX,01,*Sundar Mahal,659,2654,2654,0,00010
47,12,83,935,XX,01,*Surkhali,221,833,833,0,00010
47,12,83,950,XX,01,*Takimara,58,240,240,0,00010
47,17,01,411,XX,02,*Khalisha,130,544,544,0,00010
47,17,01,417,XX,02,*Par Khalisha,95,432,432,0,00010
47,17,02,085,XX,02,*Anandanagar,237,995,995,0,00010
47,17,02,335,XX,02,*Chhota Chalna,89,346,346,0,00010
47,17,03,135,XX,02,*Chalna Pasim Para,115,542,542,0,00010
47,17,03,330,XX,02,*Chalna Purba Para,253,1054,1054,0,00010
47,17,04,235,XX,02,*Chalna Bazar (Uttar),284,1220,1220,0,00010
47,17,05,235,XX,02,*Chalna Bazar (Maidhya),348,1411,1411,0,00010
47,17,06,235,XX,02,*Chalna Bazar (Dakshin),278,1033,1019,14,00010
47,17,07,547,XX,02,*Par Chalna,461,1876,1876,0,00010
47,17,08,083,XX,02,*Achabhua,667,2717,2717,0,00010
47,17,09,083,XX,02,*Achabua (Part),27,116,116,0,00010
47,17,09,355,XX,02,*Gourkati,265,1115,1115,0,00010
47,17,09,666,XX,02,*Satgharia,31,133,133,0,00010
47,17,09,835,XX,02,*Uttar Baruikhali,169,654,654,0,00010
47,17,10,039,XX,01,*Bajua,1955,8866,8825,41,00010
47,17,10,238,XX,01,*Chunkuri-2,1622,6887,6877,10,00010
47,17,13,079,XX,01,*Banishanta,3398,14606,14589,17,00010
47,17,21,716,XX,01,*Laudubi,2042,9222,9222,0,00010
47,17,42,278,XX,01,*Dacope,734,3104,3104,0,00010
47,17,42,875,XX,01,*Saheberabad,1091,3943,3943,0,00010
47,17,52,318,XX,01,*Dhopadihi,1502,6158,6152,6,00010
47,17,52,437,XX,01,*Harintani,786,3525,3516,9,00010
47,17,52,455,XX,01,*Kailashganj-2,1155,4833,4805,28,00010
47,17,63,557,XX,01,*Kamarkhola,763,3017,3017,0,00010
47,17,63,915,XX,01,*Sreenagar Kalinagar,2796,10880,10880,0,00010
47,17,69,119,XX,01,*Baruikhali,288,1129,1129,0,00010
47,17,69,597,XX,01,*Khatali,376,1618,1618,0,00010
47,17,69,636,XX,01,*Khona,403,1707,1707,0,00010
47,17,69,676,XX,01,*Lakshmikhola,752,3026,3026,0,00010
47,17,69,756,XX,01,*Maukhali,513,2166,2166,0,00010
47,17,69,835,XX,01,*Pankhali,1403,5924,5924,0,00010
47,17,73,398,XX,01,*Gunari,1526,6089,6072,17,00010
47,17,73,517,XX,01,*Kalabagi Sutarkhali,2486,10219,10219,0,00010
47,17,73,796,XX,01,*Nalian,1641,6653,6653,0,00010
47,17,73,955,XX,01,*Sutarkhali,1810,7099,7099,0,00010
47,17,84,159,XX,01,*Chak Batbunia,586,2285,2285,0,00010
47,17,84,199,XX,01,*Chak Kaminibasi,1400,5789,5789,0,00010
47,17,84,358,XX,01,*Garkhali,1432,6129,6129,0,00010
47,17,84,995,XX,01,*Tildanga,677,2803,2803,0,00010
47,17,97,997,XX,01,*Nalina Range,11,451,451,0,00010
47,21,01,069,XX,02,*Banik Para,666,2549,2549,0,00010
47,21,01,201,XX,02,*Kalibari Bazar Road,515,2262,2262,0,00010
47,21,01,372,XX,02,*Maheshwar Pasha,641,2704,2704,0,00010
47,21,01,395,XX,02,*Maniktala,1478,6371,6371,0,00010
47,21,01,830,XX,02,*Paschim Maheswhar Pasha,965,4011,4011,0,00010
47,21,01,951,XX,02,*Basu Mitra Para,233,1003,1003,0,00010
47,21,02,365,XX,02,*Mirerdanga F.D.C Rd.(T. B. Rd,886,3339,3339,0,00010
47,21,02,464,XX,02,*Nagarghat Road,306,816,816,0,00010
47,21,02,550,XX,02,*Paschim Senpara,273,1148,1148,0,00010
47,21,02,666,XX,02,*Rail Gate Road,325,969,969,0,00010
47,21,02,692,XX,02,*Purba Senpara,443,1759,1759,0,00010
47,21,02,696,XX,02,*C.S.D Godown,55,215,215,0,00010
47,21,03,025,XX,02,*Banani Para,506,2116,2116,0,00010
47,21,03,032,XX,02,*Dakshin Kedarnath Road,209,815,815,0,00010
47,21,03,045,XX,02,*Daulatpur Railway Station,376,1688,1688,0,00010
47,21,03,092,XX,02,*Deypara,182,684,684,0,00010
47,21,03,140,XX,02,*Ghosh Para,254,1139,1139,0,00010
47,21,03,302,XX,02,*Kartikkul,649,2963,2963,0,00010
47,21,03,350,XX,02,*Madhya Danga,1035,4756,4756,0,00010
47,21,03,475,XX,02,*Naya Para,465,1816,1816,0,00010
47,21,03,631,XX,02,*Palpara (Islambag),901,3824,3824,0,00010
47,21,03,761,XX,02,*Saha Para,430,1797,1797,0,00010
47,21,03,847,XX,02,*12 No.D.C Road,66,223,223,0,00010
47,21,04,307,XX,02,*Deana (Part),3653,15252,15252,0,00010
47,21,04,525,XX,02,*Krishi College,111,528,528,0,00010
47,21,05,073,XX,02,*Anjuman Road,346,1365,1365,0,00010
47,21,05,098,XX,02,*Daulatpur Bazar,209,655,655,0,00010
47,21,05,107,XX,02,*Daulatpur Road,240,896,896,0,00010
47,21,05,829,XX,02,*Paschim Pabla,1953,7508,7508,0,00010
47,21,05,928,XX,02,*Uttar Pabla,1081,4411,4411,0,00010
47,21,06,497,XX,02,*Dakshin Purba Pabla,649,2832,2832,0,00010
47,21,06,597,XX,02,*Dakshin Pabla,1718,7373,7373,0,00010
47,21,06,660,XX,02,*Daulatpur B. L. College,408,1965,1965,0,00010
47,21,06,829,XX,02,*Sk.Ayub Ali Rd.(Dakshin Pabla,1855,8564,8564,0,00010
47,21,10,047,XX,01,*Aranghata,2387,10050,10050,0,00010
47,21,10,307,XX,01,*Deana (Part)(Biddaman),527,2076,2076,0,00010
47,30,11,054,XX,01,*Atlia,123,518,518,0,00010
47,30,11,201,XX,01,*Boyarsinga,571,2561,2561,0,00010
47,30,11,251,XX,01,*Chakundia,664,2989,2989,0,00010
47,30,11,310,XX,01,*Chuknagar,1547,6225,6207,18,00010
47,30,11,630,XX,01,*Kulbaria,202,799,799,0,00010
47,30,11,635,XX,01,*Kulbaria Baratia,2224,9371,9368,3,00010
47,30,11,699,XX,01,*Maltia,881,3656,3656,0,00010
47,30,11,719,XX,01,*Manoharpur,40,166,166,0,00010
47,30,11,758,XX,01,*Narnia,932,4006,4006,0,00010
47,30,11,861,XX,01,*Rostampur,428,1945,1945,0,00010
47,30,13,019,XX,01,*Purba Andhar Manik,9,41,41,0,00010
47,30,13,103,XX,01,*Bakultala,92,331,331,0,00010
47,30,13,123,XX,01,*Banda,477,1934,1934,0,00010
47,30,13,128,XX,01,*Banda Raghunatpur,7,29,29,0,00010
47,30,13,177,XX,01,*Bhandar Para,464,1850,1850,0,00010
47,30,13,211,XX,01,*Britti Kanaidanga,3,8,8,0,00010
47,30,13,246,XX,01,*Chak Sonadanga,21,88,88,0,00010
47,30,13,325,XX,01,*Dakshin Mahal,84,309,309,0,00010
47,30,13,339,XX,01,*Dhanibunia,198,781,781,0,00010
47,30,13,369,XX,01,*Ghona,196,838,838,0,00010
47,30,13,379,XX,01,*Ghona Taltala,153,633,633,0,00010
47,30,13,423,XX,01,*Hajibunia,201,860,860,0,00010
47,30,13,443,XX,01,*Jabra,97,399,399,0,00010
47,30,13,512,XX,01,*Purba Kanaidanga,11,52,52,0,00010
47,30,13,522,XX,01,*Purba Kanchan Nagar,40,155,155,0,00010
47,30,13,576,XX,01,*Kharibunia,161,670,670,0,00010
47,30,13,645,XX,01,*Kusarhula,50,211,211,0,00010
47,30,13,650,XX,01,*Lahaidanda,182,776,776,0,00010
47,30,13,689,XX,01,*Maikhali,126,543,543,0,00010
47,30,13,768,XX,01,*Orabunia,86,368,368,0,00010
47,30,13,817,XX,01,*Perikhali,92,357,357,0,00010
47,30,13,822,XX,01,*Podekhali,6,29,29,0,00010
47,30,13,832,XX,01,*Rajibpur,94,416,416,0,00010
47,30,13,837,XX,01,*Rajnagar,87,330,330,0,00010
47,30,13,940,XX,01,*Talian,27,139,139,0,00010
47,30,13,945,XX,01,*Taltala,6,22,22,0,00010
47,30,13,950,XX,01,*Telikhali,283,1134,1134,0,00010
47,30,13,990,XX,01,*Ula,824,3446,3446,0,00010
47,30,20,147,XX,01,*Baruna,1150,4773,4773,0,00010
47,30,20,285,XX,01,*Chechuri,1091,4492,4492,0,00010
47,30,20,290,XX,01,*Chhaybaria,199,856,824,32,00010
47,30,20,315,XX,01,*Dahakula,135,601,601,0,00010
47,30,20,334,XX,01,*Dhamalia,414,1912,1912,0,00010
47,30,20,541,XX,01,*Katenga,569,2454,2454,0,00010
47,30,20,714,XX,01,*Mandra,205,867,867,0,00010
47,30,20,778,XX,01,*Pakuria,178,767,767,0,00010
47,30,20,980,XX,01,*Tolna,1229,5518,5518,0,00010
47,30,27,034,XX,03,*Arazi Dumuria,1159,5475,5475,0,00010
47,30,27,039,XX,03,*Arazi Sajiara,844,3455,3455,0,00010
47,30,27,349,XX,03,*Dumuria,1880,8180,8162,18,00010
47,30,27,403,XX,03,*Golna,627,2718,2718,0,00010
47,30,27,428,XX,01,*Hajidanga,189,868,868,0,00010
47,30,27,566,XX,01,*Khajra,175,716,716,0,00010
47,30,27,571,XX,01,*Khalsi,714,3124,3124,0,00010
47,30,27,733,XX,01,*Mirzapur,456,1956,1956,0,00010
47,30,27,891,XX,01,*Sajiara,591,2750,2750,0,00010
47,30,33,059,XX,01,*Purba Badurgachha,286,1282,1282,0,00010
47,30,33,142,XX,01,*Baradanga (Ghona Baradanga),77,333,333,0,00010
47,30,33,182,XX,01,*Bhelkamari,30,114,114,0,00010
47,30,33,197,XX,01,*Bil Pabla,973,4388,4388,0,00010
47,30,33,226,XX,01,*Chak Ashankhali,220,907,907,0,00010
47,30,33,241,XX,01,*Chak Mathurabad,458,2101,2101,0,00010
47,30,33,355,XX,01,*Daigram,44,181,181,0,00010
47,30,33,413,XX,01,*Gutudia,1360,5722,5722,0,00010
47,30,33,458,XX,01,*Jelerdanga,120,488,488,0,00010
47,30,33,467,XX,01,*Jilerdanga,304,1255,1255,0,00010
47,30,33,507,XX,01,*Kamalpur,481,2114,2114,0,00010
47,30,33,561,XX,01,*Khairia,100,425,425,0,00010
47,30,33,640,XX,01,*Kultia,454,2075,2075,0,00010
47,30,33,659,XX,01,*Lata Paharpur,679,3108,3108,0,00010
47,30,33,788,XX,01,*Panchu,184,808,808,0,00010
47,30,33,901,XX,01,*Shibpur,93,433,433,0,00010
47,30,33,970,XX,01,*Tiabunia,108,409,409,0,00010
47,30,40,029,XX,01,*Angardaha,258,1051,1051,0,00010
47,30,40,083,XX,01,*Bahadurpur,204,802,802,0,00010
47,30,40,113,XX,01,*Baliakhali,21,185,185,0,00010
47,30,40,118,XX,01,*Bamandia,309,1274,1274,0,00010
47,30,40,167,XX,01,*Bhadradia,457,1897,1897,0,00010
47,30,40,408,XX,01,*Gonali,459,1967,1967,0,00010
47,30,40,581,XX,01,*Kharnia,751,2950,2950,0,00010
47,30,40,724,XX,01,*Mechhaghuna,354,1494,1494,0,00010
47,30,40,783,XX,01,*Panchpota,203,812,812,0,00010
47,30,40,793,XX,01,*Panchuria,101,414,414,0,00010
47,30,40,847,XX,01,*Ranai,957,3861,3861,0,00010
47,30,40,916,XX,01,*Singa,66,265,265,0,00010
47,30,40,975,XX,01,*Tipna,624,2641,2641,0,00010
47,30,40,985,XX,01,*Ukhra,223,972,972,0,00010
47,30,47,004,XX,01,*Ahladipur,343,1449,1449,0,00010
47,30,47,014,XX,01,*Andhar Manik,13,53,53,0,00010
47,30,47,093,XX,01,*Bailahara,6,15,15,0,00010
47,30,47,098,XX,01,*Baithahara,95,457,457,0,00010
47,30,47,265,XX,01,*Chandipur,166,816,816,0,00010
47,30,47,305,XX,01,*Chitramari,99,424,424,0,00010
47,30,47,320,XX,01,*Dakshin Bagardair,62,280,280,0,00010
47,30,47,354,XX,01,*Gajalia,110,550,550,0,00010
47,30,47,364,XX,01,*Gazirnagar,92,383,383,0,00010
47,30,47,389,XX,01,*Ghurnia,113,424,424,0,00010
47,30,47,418,XX,01,*Haburia,2,9,9,0,00010
47,30,47,482,XX,01,*Kaipukuria,132,562,562,0,00010
47,30,47,517,XX,01,*Kanchan Nagar,190,768,768,0,00010
47,30,47,536,XX,01,*Katalia,235,1011,1011,0,00010
47,30,47,556,XX,01,*Khagrabunia,85,318,318,0,00010
47,30,47,596,XX,01,*Khorerabad,229,1019,1019,0,00010
47,30,47,615,XX,01,*Korakata,185,865,865,0,00010
47,30,47,679,XX,01,*Magurkhali,220,872,872,0,00010
47,30,47,684,XX,01,*Mohadebpur,8,42,42,0,00010
47,30,47,709,XX,01,*Madartala,293,1375,1375,0,00010
47,30,47,748,XX,01,*Nangalmura,87,313,313,0,00010
47,30,47,763,XX,01,*Natherkur,24,108,108,0,00010
47,30,47,797,XX,01,*Par Magurkhali,133,554,554,0,00010
47,30,47,906,XX,01,*Shibnagar,278,1180,1180,0,00010
47,30,47,960,XX,01,*Tentultala,4,9,9,0,00010
47,30,47,994,XX,01,*Uttar Bagardair,10,35,35,0,00010
47,30,54,044,XX,01,*Aroshnagar,1147,4818,4818,0,00010
47,30,54,068,XX,01,*Baduri (Raghunathpur),681,2908,2908,0,00010
47,30,54,162,XX,01,*Betagram,856,3571,3571,0,00010
47,30,54,261,XX,01,*Chandipur,190,794,792,2,00010
47,30,54,384,XX,01,*Ghoshora (Hisamuddinpur),231,990,990,0,00010
47,30,54,527,XX,01,*Kanchanpur,721,3176,3176,0,00010
47,30,54,674,XX,01,*Maguraghona (Tularampur),1547,6858,6858,0,00010
47,30,61,024,XX,01,*Andulia,884,3686,3686,0,00010
47,30,61,330,XX,01,*Deruli,496,2297,2297,0,00010
47,30,61,394,XX,01,*Gajendrapur,214,983,983,0,00010
47,30,61,610,XX,01,*Komrail,591,2518,2518,0,00010
47,30,61,620,XX,01,*Krishnanagar,610,2775,2775,0,00010
47,30,61,664,XX,01,*Madhabkati,129,629,629,0,00010
47,30,61,827,XX,01,*Raghunathpur,278,1157,1157,0,00010
47,30,61,871,XX,01,*Ruprampur,639,2772,2772,0,00010
47,30,61,876,XX,01,*Sahapur,1307,5456,5455,1,00010
47,30,61,965,XX,01,*Thukura,787,3544,3544,0,00010
47,30,67,192,XX,01,*Bil Solua,389,1719,1719,0,00010
47,30,67,374,XX,01,*Ghona Madardanga,231,1018,1018,0,00010
47,30,67,842,XX,01,*Ramkrishnapur,949,4432,4432,0,00010
47,30,67,852,XX,01,*Rangpur,2536,10884,10884,0,00010
47,30,74,216,XX,01,*Chaira,361,1701,1701,0,00010
47,30,74,433,XX,01,*Hasanpur,418,1860,1860,0,00010
47,30,74,591,XX,01,*Kharsanga,540,2156,2156,0,00010
47,30,74,669,XX,01,*Madhugram,719,3177,3177,0,00010
47,30,74,729,XX,01,*Miksimil,1467,6034,6024,10,00010
47,30,74,866,XX,01,*Rudaghara,1284,5503,5503,0,00010
47,30,74,886,XX,01,*Sailkhatia,615,2717,2717,0,00010
47,30,81,073,XX,01,*Baghdari,74,291,291,0,00010
47,30,81,152,XX,01,*Bashtala,19,73,73,0,00010
47,30,81,275,XX,01,*Charchari,99,405,405,0,00010
47,30,81,295,XX,01,*Chhota Banda,25,104,104,0,00010
47,30,81,344,XX,01,*Dighalia,66,287,287,0,00010
47,30,81,359,XX,01,*Gajendrapur,726,3037,3037,0,00010
47,30,81,398,XX,01,*Golaimari,13,52,52,0,00010
47,30,81,477,XX,01,*Kagaji Para,204,822,822,0,00010
47,30,81,531,XX,01,*Kapalidanga,306,1241,1241,0,00010
47,30,81,546,XX,01,*Kazir Hula,60,283,283,0,00010
47,30,81,553,XX,01,*Joykhali,7,26,26,0,00010
47,30,81,586,XX,01,*Kharsanda,246,1008,1008,0,00010
47,30,81,600,XX,01,*Khutakhali,8,29,29,0,00010
47,30,81,625,XX,01,*Kukhia,358,1364,1364,0,00010
47,30,81,660,XX,01,*Latabunia,104,446,446,0,00010
47,30,81,753,XX,01,*Noakhati,565,2341,2341,0,00010
47,30,81,881,XX,01,*Sahas,1618,6838,6838,0,00010
47,30,88,009,XX,01,*Akra,193,742,742,0,00010
47,30,88,049,XX,01,*Asannagar,74,273,273,0,00010
47,30,88,088,XX,01,*Bahir Akra,93,331,331,0,00010
47,30,88,157,XX,01,*Bazeafti Bhulbaria,16,74,74,0,00010
47,30,88,187,XX,01,*Bhulbaria,278,1097,1097,0,00010
47,30,88,206,XX,01,*Britti Bhulbaria,373,1515,1515,0,00010
47,30,88,256,XX,01,*Chandgarh,195,697,697,0,00010
47,30,88,448,XX,01,*Jaliakhali,91,320,320,0,00010
47,30,88,463,XX,01,*Jhaltala,67,247,247,0,00010
47,30,88,497,XX,01,*Kalikapur,1317,5192,5192,0,00010
47,30,88,551,XX,01,*Keakhali,64,245,245,0,00010
47,30,88,857,XX,01,*Ratankhali,68,239,235,4,00010
47,30,88,896,XX,01,*Sarappur,1050,4153,4153,0,00010
47,30,88,935,XX,01,*Taiabpur,243,976,976,0,00010
47,30,94,064,XX,01,*Paschim Badurgachha,187,766,766,0,00010
47,30,94,078,XX,01,*Bagh Anchra,128,533,533,0,00010
47,30,94,108,XX,01,*Balabunia,140,547,547,0,00010
47,30,94,236,XX,01,*Chak Gopalnagar,9,39,39,0,00010
47,30,94,280,XX,01,*Chari Jialtala,218,936,936,0,00010
47,30,94,300,XX,01,*Chingra,708,3056,3056,0,00010
47,30,94,472,XX,01,*Kadamtala,104,449,449,0,00010
47,30,94,487,XX,01,*Kakmari,142,556,556,0,00010
47,30,94,492,XX,01,*Kakrakhali,2,7,7,0,00010
47,30,94,694,XX,01,*Malmalia,146,655,655,0,00010
47,30,94,704,XX,01,*Malumdanga,25,97,97,0,00010
47,30,94,709,XX,01,*Mandartala,414,1734,1723,11,00010
47,30,94,743,XX,01,*Nandir Matham,6,23,23,0,00010
47,30,94,802,XX,01,*Parmandartala,179,816,816,0,00010
47,30,94,807,XX,01,*Patibunia,141,557,557,0,00010
47,30,94,911,XX,01,*Shibpur Badurgachha,233,906,906,0,00010
47,30,94,926,XX,01,*Sobhna,2024,8031,8031,0,00010
47,40,17,071,XX,01,*Araji Barakpur,117,568,568,0,00010
47,40,17,094,XX,01,*Arua,130,572,572,0,00010
47,40,17,142,XX,01,*Barakpur,1624,7387,7387,0,00010
47,40,17,544,XX,01,*Kamargati,269,1300,1300,0,00010
47,40,17,592,XX,01,*Lakhahati,1630,8106,8106,0,00010
47,40,17,615,XX,01,*Lakshmikathi,92,444,444,0,00010
47,40,17,805,XX,01,*Nadan Pratap,383,1714,1714,0,00010
47,40,17,876,XX,01,*Paschim Ambaria,46,195,195,0,00010
47,40,17,900,XX,01,*Purba Ambaria,54,232,232,0,00010
47,40,17,923,XX,01,*Radha Madhabpur,462,2389,2389,0,00010
47,40,57,213,XX,01,*Brahmaganti,768,3545,3545,0,00010
47,40,57,331,XX,01,*Debnagar,2630,11513,11513,0,00010
47,40,57,379,XX,01,*Dighalia,1665,7381,7381,0,00010
47,40,57,710,XX,01,*Maheshwarpur,287,1276,1276,0,00010
47,40,57,852,XX,01,*Panigati,957,4403,4403,0,00010
47,40,57,971,XX,01,*Senhati (Part),340,1400,1400,0,00010
47,40,66,023,XX,01,*Abalganti,184,821,821,0,00010
47,40,66,118,XX,01,*Bamandanga,319,1584,1584,0,00010
47,40,66,260,XX,01,*Dari Mahishdia,120,609,609,0,00010
47,40,66,402,XX,01,*Domra,515,2388,2388,0,00010
