ZL,UZ,UN/WA,MZ/MH,Vill,RMO,Administrative Unit Residence Community,Households-Total,Households-General,Households-Institutional,Households-Others,Population-Both,Population-Male,Population-Female,Sex Ratio,check_var
47,XX,XX,XXX,XX,XX,Khulna Zila Total,547347,540504,612,6231,2318527,1175686,1142841.0,103.0,11111
18,XX,XX,XXX,XX,XX,Chuadanga Zila Total,277464,276910,129,425,1129015,564819,564196.0,100.0,11111
65,XX,XX,XXX,XX,XX,Narail Zila Total,162607,162299,74,234,721668,353527,368141.0,96.0,11111
44,XX,XX,XXX,XX,XX,Jhenaidah Zila Total,422332,421300,173,859,1771304,886402,884902.0,100.0,11111
41,XX,XX,XXX,XX,XX,Jessore Zila Total,656413,653423,469,2521,2764547,1386293,1378254.0,101.0,11111
1,XX,XX,XXX,XX,XX,Bagerhat Zila Total,354223,350537,269,3417,1476090,740138,735952.0,101.0,11111
55,XX,XX,XXX,XX,XX,Magura Zila Total,205902,205492,113,297,918419,454739,463680.0,98.0,11111
50,XX,XX,XXX,XX,XX,Kushtia Zila Total,477289,475989,187,1113,1946838,973518,973320.0,100.0,11111
57,XX,XX,XXX,XX,XX,Meherpur Zila Total,166312,165974,53,285,655392,324634,330758.0,98.0,11111
87,XX,XX,XXX,XX,XX,Satkhira Zila Total,469890,468853,172,865,1985959,982777,1003182.0,98.0,11111
42,XX,XX,XXX,XX,XX,Jhalokati Zila Total,158139,157559,123,457,682669,329147,353522.0,93.0,11111
78,XX,XX,XXX,XX,XX,Patuakhali Zila Total,346462,345113,157,1192,1535854,753441,782413.0,96.0,11111
6,XX,XX,XXX,XX,XX,Barisal Zila Total,513673,510780,425,2468,2324310,1137210,1187100.0,96.0,11111
79,XX,XX,XXX,XX,XX,Pirojpur Zila Total,256002,255059,163,780,1113257,548228,565029.0,97.0,11111
9,XX,XX,XXX,XX,XX,Bhola Zila Total,372723,371799,132,792,1776795,884069,892726.0,99.0,11111
4,XX,XX,XXX,XX,XX,Barguna Zila Total,215842,214863,148,831,892781,437413,455368.0,96.0,11111
52,XX,XX,XXX,XX,XX,Lalmonirhat Zila Total,290444,289953,139,352,1256099,628799,627300.0,100.0,11111
77,XX,XX,XXX,XX,XX,Panchagarh Zila Total,228581,228074,96,411,987644,496725,490919.0,101.0,11111
85,XX,XX,XXX,XX,XX,Rangpur Zila Total,720180,717362,389,2429,2881086,1443816,1437270.0,100.0,11111
49,XX,XX,XXX,XX,XX,Kurigram Zila Total,508045,507106,156,783,2069273,1010442,1058831.0,95.0,11111
32,XX,XX,XXX,XX,XX,Gaibandha Zila Total,612283,611297,142,844,2379255,1169127,1210128.0,97.0,11111
73,XX,XX,XXX,XX,XX,Nilphamari Zila Total,421572,420906,217,449,1834231,922964,911267.0,101.0,11111
94,XX,XX,XXX,XX,XX,Thakurgaon Zila Total,320786,319929,150,707,1390042,701281,688761.0,102.0,11111
27,XX,XX,XXX,XX,XX,Dinajpur Zila Total,715773,713255,429,2089,2990128,1508670,1481458.0,102.0,11111
10,XX,XX,XXX,XX,XX,Bogra Zila Total,867137,863600,505,3032,3400874,1708806,1692068.0,101.0,11111
88,XX,XX,XXX,XX,XX,Sirajganj Zila Total,714971,713064,290,1617,3097489,1551368,1546121.0,100.0,11111
81,XX,XX,XXX,XX,XX,Rajshahi Zila Total,633758,630331,520,2907,2595197,1309890,1285307.0,102.0,11111
64,XX,XX,XXX,XX,XX,Naogaon Zila Total,655801,654275,250,1276,2600157,1300227,1299930.0,100.0,11111
76,XX,XX,XXX,XX,XX,Pabna Zila Total,590749,588891,238,1620,2523179,1262934,1260245.0,100.0,11111
70,XX,XX,XXX,XX,XX,Chapai Nawabganj Zila Total,357982,357246,126,610,1647521,810218,837303.0,97.0,11111
69,XX,XX,XXX,XX,XX,Natore Zila Total,423875,422921,188,766,1706673,854183,852490.0,100.0,11111
38,XX,XX,XXX,XX,XX,Joypurhat Zila Total,242556,241994,115,447,913768,459284,454484.0,101.0,11111
13,XX,XX,XXX,XX,XX,Chandpur Zila Total,506521,503851,338,2332,2416018,1145831,1270187.0,90.0,11111
3,XX,XX,XXX,XX,XX,Bandarban Zila Total,80102,78714,239,1149,388335,203350,184985.0,110.0,11111
19,XX,XX,XXX,XX,XX,Comilla Zila Total,1053572,1048984,1120,3468,5387288,2575018,2812270.0,92.0,11111
12,XX,XX,XXX,XX,XX,Brahmanbaria Zila Total,538937,537560,261,1116,2840498,1366711,1473787.0,93.0,11111
51,XX,XX,XXX,XX,XX,Lakshmipur Zila Total,365339,364255,225,859,1729188,827780,901408.0,92.0,11111
46,XX,XX,XXX,XX,XX,Khagrachhari Zila Total,133792,132503,243,1046,613917,313793,300124.0,105.0,11111
22,XX,XX,XXX,XX,XX,Cox's Bazar Zila Total,415954,413402,321,2231,2289990,1169604,1120386.0,104.0,11111
15,XX,XX,XXX,XX,XX,Chittagong Zila Total,1532014,1509717,3141,19156,7616352,3838854,3777498.0,102.0,11111
84,XX,XX,XXX,XX,XX,Rangamati Zila Total,128496,126414,401,1681,595979,313076,282903.0,111.0,11111
30,XX,XX,XXX,XX,XX,Feni Zila Total,277665,275461,419,1785,1437371,694128,743243.0,93.0,11111
75,XX,XX,XXX,XX,XX,Noakhali Zila Total,593918,590808,459,2651,3108083,1485169,1622914.0,92.0,11111
29,XX,XX,XXX,XX,XX,Faridpur Zila Total,420174,418554,372,1248,1912969,942245,970724.0,97.0,11111
72,XX,XX,XXX,XX,XX,Netrakona Zila Total,479146,477927,197,1022,2229642,1111306,1118336.0,99.0,11111
39,XX,XX,XXX,XX,XX,Jamalpur Zila Total,563367,562180,166,1021,2292674,1128724,1163950.0,97.0,11111
59,XX,XX,XXX,XX,XX,Munshiganj Zila Total,313258,310664,320,2274,1445660,721552,724108.0,100.0,11111
35,XX,XX,XXX,XX,XX,Gopalganj Zila Total,249872,248735,225,912,1172415,577868,594547.0,97.0,11111
82,XX,XX,XXX,XX,XX,Rajbari Zila Total,238153,237352,114,687,1049778,519999,529779.0,98.0,11111
61,XX,XX,XXX,XX,XX,Mymensingh Zila Total,1155436,1150574,611,4251,5110272,2539124,2571148.0,99.0,11111
67,XX,XX,XXX,XX,XX,Narayanganj Zila Total,675652,663088,619,11945,2948217,1521438,1426779.0,107.0,11111
33,XX,XX,XXX,XX,XX,Gazipur Zila Total,826458,809761,1164,15533,3403912,1775310,1628602.0,109.0,11111
56,XX,XX,XXX,XX,XX,Manikganj Zila Total,324794,323741,154,899,1392867,676359,716508.0,94.0,11111
26,XX,XX,XXX,XX,XX,Dhaka Zila Total,2786133,2639630,5578,140925,12043977,6555792,5488185.0,119.0,11111
86,XX,XX,XXX,XX,XX,Shariatpur Zila Total,247880,246535,95,1250,1155824,559075,596749.0,94.0,11111
54,XX,XX,XXX,XX,XX,Madaripur Zila Total,252149,251581,145,423,1165952,574582,591370.0,97.0,11111
93,XX,XX,XXX,XX,XX,Tangail Zila Total,870102,866578,564,2960,3605083,1757370,1847713.0,95.0,11111
48,XX,XX,XXX,XX,XX,Kishoreganj Zila Total,627322,623914,223,3185,2911907,1432242,1479665.0,97.0,11111
89,XX,XX,XXX,XX,XX,Sherpur Zila Total,341443,340769,121,553,1358325,676388,681937.0,99.0,11111
68,XX,XX,XXX,XX,XX,Narsingdi Zila Total,477976,473937,393,3646,2224944,1102943,1122001.0,98.0,11111
33,XX,XX,XXX,XX,XX,Gazipur Zila Total,826458,809761,1164,15533,3403912,1775310,1628602.0,109.0,11111
90,XX,XX,XXX,XX,XX,Sunamganj Zila Total,440332,438752,134,1446,2467968,1236106,1231862.0,100.0,11111
36,XX,XX,XXX,XX,XX,Habiganj Zila Total,393302,391657,164,1481,2089001,1025591,1063410.0,96.0,11111
91,XX,XX,XXX,XX,XX,Sylhet Zila Total,596081,589425,644,6012,3434188,1726965,1707223.0,101.0,11111
58,XX,XX,XXX,XX,XX,Maulvibazar Zila Total,361177,359715,158,1304,1919062,944728,974334.0,97.0,11111
