ZL,UZ,UN/WA,MZ/MH,Vill,RMO,Administrative Unit Residence Community,All ages,Percentage of population in the age group 0-4,Percentage of population in the age group 5-9,Percentage of population in the age group 10-14,Percentage of population in the age group 15-19,Percentage of population in the age group 20-24,Percentage of population in the age group 25-29,Percentage of population in the age group 30-49,Percentage of population in the age group 50-59,Percentage of population in the age group 60-64,Percentage of population in the age group 65+,check_var
10,85.0,XX.0,XXX,XX,02,  Shajahanpur Upazila,62140,8.2,9.4,9.8,9.3,12.0,12.1,29.3,5.1,1.9,2.9,00110
10,88.0,XX.0,XXX,XX,02,  Sherpur Upazila,25152,7.3,9.6,10.0,9.7,8.8,10.2,30.6,6.9,2.5,4.4,00110
10,88.0,XX.0,XXX,XX,02,Sherpur  Paurashava,25152,7.3,9.6,10.0,9.7,8.8,10.2,30.6,6.9,2.5,4.4,00110
10,94.0,XX.0,XXX,XX,02,  Shibganj Upazila,21643,9.5,10.4,10.2,8.5,9.9,10.1,27.2,7.3,2.6,4.3,00110
10,94.0,XX.0,XXX,XX,02,Shibganj Paurashava,21643,9.5,10.4,10.2,8.5,9.9,10.1,27.2,7.3,2.6,4.3,00110
10,95.0,XX.0,XXX,XX,02,  Sonatola Upazila,24720,10.5,12.2,10.0,8.2,8.4,9.9,26.3,7.2,2.6,4.9,00110
10,95.0,XX.0,XXX,XX,02,Sonatola Paurashava,24720,10.5,12.2,10.0,8.2,8.4,9.9,26.3,7.2,2.6,4.9,00110
88,XX.0,XX.0,XXX,XX,02, Sirajganj Zila,376432,9.4,11.6,11.3,9.8,10.1,9.6,24.9,6.5,2.7,4.1,00110
88,11.0,XX.0,XXX,XX,02,  Belkuchi Upazila,75364,10.5,13.2,11.1,9.4,9.9,9.9,23.1,5.9,2.7,4.2,00110
88,11.0,XX.0,XXX,XX,02,Belkuchi Paurashava,75364,10.5,13.2,11.1,9.4,9.9,9.9,23.1,5.9,2.7,4.2,00110
88,50.0,XX.0,XXX,XX,02,  Kazipur Upazila,12637,9.6,12.5,10.9,7.0,6.6,7.2,27.5,8.4,4.2,6.0,00110
88,50.0,XX.0,XXX,XX,02,Kazipur  Paurashava,12637,9.6,12.5,10.9,7.0,6.6,7.2,27.5,8.4,4.2,6.0,00110
88,61.0,XX.0,XXX,XX,02,  Royganj Upazila,17318,9.3,11.8,10.8,8.6,9.1,9.4,26.9,6.7,2.7,4.9,00110
88,61.0,XX.0,XXX,XX,02,Royganj Paurashava,17318,9.3,11.8,10.8,8.6,9.1,9.4,26.9,6.7,2.7,4.9,00110
88,67.0,XX.0,XXX,XX,02,  Shahjadpur Upazila,64507,9.9,11.3,10.9,9.8,10.2,9.9,24.8,6.2,2.8,4.1,00110
88,67.0,XX.0,XXX,XX,02,Shahjadpur  Paurashava,64507,9.9,11.3,10.9,9.8,10.2,9.9,24.8,6.2,2.8,4.1,00110
88,78.0,XX.0,XXX,XX,02,  Sirajganj Sadar Upazila,158913,8.8,10.8,11.5,10.1,10.8,9.7,25.1,6.7,2.6,3.9,00110
88,78.0,XX.0,XXX,XX,02,Sirajganj  Paurashava,158913,8.8,10.8,11.5,10.1,10.8,9.7,25.1,6.7,2.6,3.9,00110
88,94.0,XX.0,XXX,XX,02,  Ullah Para Upazila,47693,9.3,11.8,11.2,10.8,9.2,9.3,25.2,6.6,2.5,4.1,00110
88,94.0,XX.0,XXX,XX,02,Ullah Para  Paurashava,47693,9.3,11.8,11.2,10.8,9.2,9.3,25.2,6.6,2.5,4.1,00110
81,XX.0,XX.0,XXX,XX,02, Rajshahi Zila,830649,7.7,9.2,10.4,10.8,11.7,10.2,27.1,6.5,2.5,4.0,00110
81,10.0,XX.0,XXX,XX,02,  Bagha Upazila,44173,8.0,9.9,10.4,9.1,9.2,9.9,28.4,6.9,2.9,5.4,00110
81,12.0,XX.0,XXX,XX,02,  Baghmara Upazila,35899,7.7,9.7,10.5,8.6,9.3,10.7,29.5,6.5,2.7,4.8,00110
81,22.0,XX.0,XXX,XX,02,  Boalia Thana,221163,6.5,7.8,9.7,12.5,13.2,10.2,27.0,6.8,2.4,3.7,00110
81,25.0,XX.0,XXX,XX,02,  Charghat Upazila,38409,7.9,9.2,10.2,10.9,9.3,11.4,27.2,6.6,2.5,4.7,00110
81,25.0,XX.0,XXX,XX,02,  Charghat Upazila,38409,7.9,9.2,10.2,10.9,9.3,11.4,27.2,6.6,2.5,4.7,00110
81,25.0,XX.0,XXX,XX,02,Charghat  Paurashava,38409,7.9,9.2,10.2,10.9,9.3,11.4,27.2,6.6,2.5,4.7,00110
81,31.0,XX.0,XXX,XX,02,  Durgapur Upazila,26671,7.8,9.4,10.2,8.8,8.6,10.7,30.0,6.6,2.5,5.4,00110
81,31.0,XX.0,XXX,XX,02,Durgapur  Paurashava,26671,7.8,9.4,10.2,8.8,8.6,10.7,30.0,6.6,2.5,5.4,00110
81,34.0,XX.0,XXX,XX,02,  Godagari Upazila,56335,10.1,12.0,12.3,10.0,9.3,8.6,24.7,6.4,2.5,4.1,00110
81,40.0,XX.0,XXX,XX,02,  Matihar Thana,62172,6.9,8.0,9.6,12.1,21.2,10.0,22.3,4.9,1.9,3.0,00110
81,53.0,XX.0,XXX,XX,02,  Mohanpur Upazila,19645,8.2,10.1,11.2,8.7,9.8,10.6,28.2,5.8,2.5,4.8,00110
81,53.0,XX.0,XXX,XX,02,Kesharhat  Paurashava,19645,8.2,10.1,11.2,8.7,9.8,10.6,28.2,5.8,2.5,4.8,00110
81,72.0,XX.0,XXX,XX,02,  Paba Upazila,85732,8.6,10.4,10.9,9.5,10.0,10.7,27.4,6.2,2.4,4.1,00110
81,82.0,XX.0,XXX,XX,02,  Puthia Upazila,20610,8.5,9.8,10.2,8.7,9.3,10.2,29.2,6.9,2.6,4.6,00110
81,82.0,XX.0,XXX,XX,02,Puthia  Paurashava,20610,8.5,9.8,10.2,8.7,9.3,10.2,29.2,6.9,2.6,4.6,00110
81,85.0,XX.0,XXX,XX,02,  Rajpara Thana,137318,7.4,8.7,10.5,11.0,11.4,10.1,28.0,6.9,2.5,3.6,00110
81,90.0,XX.0,XXX,XX,02,  Shah Makhdum Thana,29103,7.5,8.8,11.0,11.8,11.1,10.7,26.6,6.8,2.6,3.3,00110
81,94.0,XX.0,XXX,XX,02,  Tanore Upazila,53419,8.9,10.7,11.0,9.4,9.7,10.0,27.1,6.3,2.8,4.0,00110
64,XX.0,XX.0,XXX,XX,02, Naogaon Zila,187225,7.9,9.5,9.9,9.6,9.9,10.3,29.2,7.0,2.6,4.1,00110
64,28.0,XX.0,XXX,XX,02,  Dhamoirhat Upazila,15006,8.3,10.5,10.4,8.7,8.3,9.5,30.2,7.1,3.0,4.0,00110
64,28.0,XX.0,XXX,XX,02,Dhamoirhat  Paurashava,15006,8.3,10.5,10.4,8.7,8.3,9.5,30.2,7.1,3.0,4.0,00110
64,60.0,XX.0,XXX,XX,02,  Naogaon Sadar Upazila,150549,7.9,9.5,9.9,9.7,10.2,10.3,28.8,7.0,2.5,4.2,00110
64,60.0,XX.0,XXX,XX,02,Naogaon  Paurashava,150549,7.9,9.5,9.9,9.7,10.2,10.3,28.8,7.0,2.5,4.2,00110
64,75.0,XX.0,XXX,XX,02,  Patnitala Upazila,21670,7.6,9.4,9.3,9.6,8.9,10.7,31.1,6.6,2.6,4.2,00110
64,75.0,XX.0,XXX,XX,02,Nozipur  Paurashava,21670,7.6,9.4,9.3,9.6,8.9,10.7,31.1,6.6,2.6,4.2,00110
76,XX.0,XX.0,XXX,XX,02, Pabna Zila,387675,8.9,10.6,10.7,9.4,10.0,9.9,26.7,6.7,2.7,4.5,00110
76,5.0,XX.0,XXX,XX,02,  Atgharia Upazila,13686,8.7,10.4,11.0,7.9,9.7,10.5,26.7,6.9,3.0,5.1,00110
76,5.0,XX.0,XXX,XX,02,Atgharia  Paurashava,13686,8.7,10.4,11.0,7.9,9.7,10.5,26.7,6.9,3.0,5.1,00110
76,16.0,XX.0,XXX,XX,02,  Bera Upazila,50068,11.0,12.9,12.2,9.2,9.3,9.2,23.2,6.0,2.4,4.8,00110
76,16.0,XX.0,XXX,XX,02,Bera  Paurashava,50068,11.0,12.9,12.2,9.2,9.3,9.2,23.2,6.0,2.4,4.8,00110
76,19.0,XX.0,XXX,XX,02,  Bhangura Upazila,20606,10.1,11.1,11.4,9.4,9.4,9.4,25.9,6.4,2.6,4.2,00110
76,19.0,XX.0,XXX,XX,02,Bhangura  Paurashava,20606,10.1,11.1,11.4,9.4,9.4,9.4,25.9,6.4,2.6,4.2,00110
76,22.0,XX.0,XXX,XX,02,  Chatmohar Upazila,14443,8.3,10.2,10.1,10.0,8.3,9.4,29.3,7.0,2.4,4.9,00110
76,22.0,XX.0,XXX,XX,02,Chatmohar  Paurashava,14443,8.3,10.2,10.1,10.0,8.3,9.4,29.3,7.0,2.4,4.9,00110
76,33.0,XX.0,XXX,XX,02,  Faridpur Upazila,14010,9.5,11.5,10.8,8.6,8.7,9.3,26.7,7.1,2.7,5.2,00110
76,33.0,XX.0,XXX,XX,02,Faridpur  Paurashava,14010,9.5,11.5,10.8,8.6,8.7,9.3,26.7,7.1,2.7,5.2,00110
76,39.0,XX.0,XXX,XX,02,  Ishwardi Upazila,66255,8.2,9.8,10.6,9.9,10.4,9.9,26.8,7.2,2.9,4.2,00110
76,39.0,XX.0,XXX,XX,02,Ishwardi  Paurashava,66255,8.2,9.8,10.6,9.9,10.4,9.9,26.8,7.2,2.9,4.2,00110
76,55.0,XX.0,XXX,XX,02,  Pabna Sadar Upazila,144442,7.7,9.2,9.9,9.8,10.9,10.4,28.6,6.8,2.6,4.2,00110
76,55.0,XX.0,XXX,XX,02,Pabna  Paurashava,144442,7.7,9.2,9.9,9.8,10.9,10.4,28.6,6.8,2.6,4.2,00110
76,72.0,XX.0,XXX,XX,02,  Santhia Upazila,38704,10.3,12.3,10.9,8.5,8.9,9.9,25.1,6.7,2.9,4.6,00110
76,72.0,XX.0,XXX,XX,02,Santhia  Paurashava,38704,10.3,12.3,10.9,8.5,8.9,9.9,25.1,6.7,2.9,4.6,00110
76,83.0,XX.0,XXX,XX,02,  Sujanagar Upazila,25461,11.0,12.9,11.1,7.8,8.9,9.3,24.8,6.3,2.8,5.1,00110
76,83.0,XX.0,XXX,XX,02,Sujanagar  Paurashava,25461,11.0,12.9,11.1,7.8,8.9,9.3,24.8,6.3,2.8,5.1,00110
70,XX.0,XX.0,XXX,XX,02, Chapai Nawabganj Zila,275729,9.3,10.8,11.8,10.6,9.5,8.7,25.5,6.6,2.7,4.6,00110
70,37.0,XX.0,XXX,XX,02,  Gomastapur Upazila,34941,9.3,10.8,11.9,10.6,9.4,9.2,26.7,6.2,2.3,3.7,00110
70,37.0,XX.0,XXX,XX,02,Rahanpur Paurashava,34941,9.3,10.8,11.9,10.6,9.4,9.2,26.7,6.2,2.3,3.7,00110
70,56.0,XX.0,XXX,XX,02,  Nachole Upazila,17364,9.3,11.2,12.1,9.7,9.8,8.9,25.5,6.5,2.4,4.5,00110
70,56.0,XX.0,XXX,XX,02,Nachole Paurashava,17364,9.3,11.2,12.1,9.7,9.8,8.9,25.5,6.5,2.4,4.5,00110
70,66.0,XX.0,XXX,XX,02,  Chapai Nawabganj Sadar Upazila,180731,9.2,10.6,11.8,10.8,9.5,8.5,25.2,6.7,2.8,4.8,00110
70,66.0,XX.0,XXX,XX,02,Chapai Nababganj Paurashava,180731,9.2,10.6,11.8,10.8,9.5,8.5,25.2,6.7,2.8,4.8,00110
70,88.0,XX.0,XXX,XX,02,  Shibganj Upazila,42693,9.3,11.3,11.7,9.8,9.3,9.4,25.7,6.6,2.5,4.4,00110
70,88.0,XX.0,XXX,XX,02,Shibganj Paurashava,42693,9.3,11.3,11.7,9.8,9.3,9.4,25.7,6.6,2.5,4.4,00110
69,XX.0,XX.0,XXX,XX,02, Natore Zila,228008,8.1,9.9,10.0,9.3,9.6,10.2,28.6,7.0,2.7,4.8,00110
69,9.0,XX.0,XXX,XX,02,  Bagatipara Upazila,9975,7.5,10.1,10.2,8.7,8.6,10.1,29.2,6.9,2.9,6.0,00110
69,9.0,XX.0,XXX,XX,02,Bagatipara  Paurashava,9975,7.5,10.1,10.2,8.7,8.6,10.1,29.2,6.9,2.9,6.0,00110
69,15.0,XX.0,XXX,XX,02,  Baraigram Upazila,39523,8.7,10.2,9.9,9.0,9.1,10.2,28.1,6.9,2.6,5.3,00110
69,41.0,XX.0,XXX,XX,02,  Gurudaspur Upazila,32807,8.6,11.1,10.1,9.2,8.7,10.2,28.0,6.7,2.8,4.6,00110
69,41.0,XX.0,XXX,XX,02,Gurudaspur  Paurashava,32807,8.6,11.1,10.1,9.2,8.7,10.2,28.0,6.7,2.8,4.6,00110
69,44.0,XX.0,XXX,XX,02,  Lalpur Upazila,21042,8.4,10.0,9.4,8.4,8.9,10.4,28.7,7.7,2.8,5.3,00110
69,44.0,XX.0,XXX,XX,02,Gopalpur (Lalpur)  Paurashava,21042,8.4,10.0,9.4,8.4,8.9,10.4,28.7,7.7,2.8,5.3,00110
69,63.0,XX.0,XXX,XX,02,  Natore Sadar Upazila,91469,7.4,9.0,9.9,9.4,10.4,10.2,29.5,7.2,2.6,4.4,00110
69,91.0,XX.0,XXX,XX,02,  Singra Upazila,33192,8.4,10.7,10.8,10.0,9.3,9.9,27.0,6.6,2.8,4.6,00110
69,91.0,XX.0,XXX,XX,02,Singra  Paurashava,33192,8.4,10.7,10.8,10.0,9.3,9.9,27.0,6.6,2.8,4.6,00110
38,XX.0,XX.0,XXX,XX,02, Joypurhat Zila,132199,8.0,9.5,10.0,9.1,9.7,10.1,29.4,7.1,2.7,4.3,00110
38,13.0,XX.0,XXX,XX,02,  Akkelpur Upazila,24227,8.8,10.0,9.9,8.4,8.7,9.4,29.4,7.2,3.1,5.1,00110
38,13.0,XX.0,XXX,XX,02,Akkelpur  Paurashava,24227,8.8,10.0,9.9,8.4,8.7,9.4,29.4,7.2,3.1,5.1,00110
38,47.0,XX.0,XXX,XX,02,  Joypurhat Sadar Upazila,69033,7.7,9.0,10.1,9.8,10.6,10.1,29.3,6.9,2.5,4.0,00110
38,47.0,XX.0,XXX,XX,02,Joypurhat  Paurashava,69033,7.7,9.0,10.1,9.8,10.6,10.1,29.3,6.9,2.5,4.0,00110
38,58.0,XX.0,XXX,XX,02,  Kalai Upazila,16464,8.5,10.2,9.9,7.8,8.9,11.8,28.3,7.3,2.8,4.5,00110
38,58.0,XX.0,XXX,XX,02,Kalai  Paurashava,16464,8.5,10.2,9.9,7.8,8.9,11.8,28.3,7.3,2.8,4.5,00110
38,74.0,XX.0,XXX,XX,02,  Panchbibi Upazila,22475,8.0,9.8,10.0,8.4,8.7,9.7,30.5,7.5,2.9,4.5,00110
38,74.0,XX.0,XXX,XX,02,Panchbibi  Paurashava,22475,8.0,9.8,10.0,8.4,8.7,9.7,30.5,7.5,2.9,4.5,00110
13,XX.0,XX.0,XXX,XX,02, Chandpur Zila,409291,10.4,12.0,12.1,10.2,9.4,8.9,23.2,6.3,2.7,4.9,00110
13,22.0,XX.0,XXX,XX,02,  Chandpur Sadar Upazila,159021,10.3,11.2,12.0,10.2,9.8,9.3,24.1,6.4,2.5,4.3,00110
13,45.0,XX.0,XXX,XX,02,  Faridganj Upazila,35090,10.7,12.9,12.7,10.5,8.9,8.2,21.5,6.1,3.0,5.6,00110
13,49.0,XX.0,XXX,XX,02,  Hajiganj Upazila,63892,10.4,12.7,12.3,11.2,9.6,9.4,22.1,5.5,2.4,4.3,00110
13,58.0,XX.0,XXX,XX,02,  Kachua Upazila,27024,11.1,14.1,13.5,10.5,9.7,8.2,20.5,5.4,2.4,4.7,00110
13,76.0,XX.0,XXX,XX,02,  Matlab Upazila,59286,10.7,11.7,11.4,9.0,8.4,8.0,24.5,7.4,3.1,5.8,00110
13,79.0,XX.0,XXX,XX,02,  Matlab Uttar Upazila,36691,9.5,11.8,12.1,9.5,9.0,8.4,23.2,6.7,3.5,6.3,00110
13,95.0,XX.0,XXX,XX,02,  Shahrasti Upazila,28287,10.4,12.3,11.9,10.3,9.5,9.0,22.5,6.0,2.8,5.2,00110
03,XX.0,XX.0,XXX,XX,02, Bandarban Zila,61574,9.6,12.0,12.7,10.2,10.8,10.2,24.7,5.0,1.8,2.9,00110
03,4.0,XX.0,XXX,XX,02,  Alikadam Upazila,763,2.6,2.5,1.3,3.3,24.9,20.4,43.3,1.6,0.1,0.0,00110
03,4.0,31.0,XXX,XX,02,  Alikadam Union,763,2.6,2.5,1.3,3.3,24.9,20.4,43.3,1.6,0.1,0.0,00110
03,14.0,XX.0,XXX,XX,02,  Bandarban Sadar Upazila,41434,9.2,11.4,12.4,10.6,11.1,10.4,25.4,5.1,1.8,2.5,00110
03,51.0,XX.0,XXX,XX,02,  Lama Upazila,19014,10.9,13.8,14.1,9.7,9.6,9.2,21.9,5.0,2.1,3.7,00110
03,91.0,XX.0,XXX,XX,02,  Ruma Upazila,363,1.4,1.1,0.8,2.5,20.7,17.6,48.5,6.9,0.0,0.6,00110
03,91.0,76.0,XXX,XX,02,  Ruma Union,363,1.4,1.1,0.8,2.5,20.7,17.6,48.5,6.9,0.0,0.6,00110
19,XX.0,XX.0,XXX,XX,02, Comilla Zila,707597,10.2,12.4,12.1,10.4,10.0,9.6,23.3,5.6,2.3,4.0,00110
19,9.0,XX.0,XXX,XX,02,  Barura Upazila,49126,10.1,13.3,13.3,10.3,9.3,8.8,21.2,5.8,2.7,5.3,00110
19,27.0,XX.0,XXX,XX,02,  Chandina Upazila,46823,11.8,13.1,12.1,9.9,9.5,9.7,22.2,5.7,2.3,3.7,00110
19,31.0,XX.0,XXX,XX,02,  Chauddagram Upazila,38317,11.4,13.0,12.4,10.3,9.6,9.0,20.9,5.5,2.7,5.1,00110
19,33.0,XX.0,XXX,XX,02,  Comilla Sadar Dakshin Upazila,103710,10.2,11.9,11.7,11.7,10.9,10.0,22.6,5.1,2.1,3.8,00110
19,36.0,XX.0,XXX,XX,02,  Daudkandi Upazila,46256,11.8,13.3,10.9,9.3,9.5,9.7,22.9,5.7,2.5,4.4,00110
19,40.0,XX.0,XXX,XX,02,  Debidwar Upazila,61418,12.3,14.4,13.5,10.1,8.8,8.3,20.9,5.4,2.3,4.0,00110
19,54.0,XX.0,XXX,XX,02,  Homna Upazila,29173,11.5,14.6,12.2,9.4,9.0,8.3,21.6,6.1,2.7,4.5,00110
19,67.0,XX.0,XXX,XX,02,  Comilla Adarsha Sadar Upazila,235423,8.6,10.6,11.5,10.4,10.8,10.3,26.5,5.9,2.1,3.2,00110
19,72.0,XX.0,XXX,XX,02,  Laksam Upazila,70632,10.7,13.2,12.4,10.7,9.6,9.1,22.0,5.7,2.5,4.3,00110
19,87.0,XX.0,XXX,XX,02,  Nangalkot Upazila,26719,11.7,14.6,13.0,10.1,8.9,8.9,19.7,5.4,2.6,5.2,00110
12,XX.0,XX.0,XXX,XX,02, Brahmanbaria Zila,301852,11.9,13.6,12.5,9.8,9.3,8.8,22.0,5.6,2.5,3.9,00110
12,2.0,XX.0,XXX,XX,02,  Akhaura Upazila,36262,11.7,13.0,12.3,9.9,9.2,8.4,22.6,6.3,2.6,4.0,00110
12,13.0,XX.0,XXX,XX,02,  Brahmanbaria Sadar Upazila,172017,11.7,13.2,12.5,9.9,9.7,9.0,22.6,5.4,2.3,3.6,00110
12,63.0,XX.0,XXX,XX,02,  Kasba Upazila,40416,12.4,14.8,13.1,10.0,8.6,8.5,20.2,5.4,2.6,4.4,00110
12,85.0,XX.0,XXX,XX,02,  Nabinagar Upazila,53157,12.5,14.6,12.2,9.5,8.5,8.3,21.3,5.6,2.8,4.5,00110
51,XX.0,XX.0,XXX,XX,02, Lakshmipur Zila,182659,10.5,12.4,12.5,10.6,9.1,8.9,22.8,5.8,2.6,4.8,00110
51,43.0,XX.0,XXX,XX,02,  Lakshmipur Sadar Upazila,83112,10.2,11.9,12.2,11.0,9.6,9.3,23.3,5.9,2.4,4.3,00110
51,58.0,XX.0,XXX,XX,02,  Roypur Upazila,30756,10.3,12.1,12.6,10.6,9.4,9.0,23.0,5.5,2.7,4.9,00110
51,65.0,XX.0,XXX,XX,02,  Ramganj Upazila,44775,10.6,12.2,12.8,10.6,8.6,8.4,22.3,6.0,2.7,5.7,00110
51,73.0,XX.0,XXX,XX,02,  Ramgati Upazila,24016,11.7,14.8,13.0,9.3,8.3,8.5,21.7,5.5,2.9,4.4,00110
46,XX.0,XX.0,XXX,XX,02, Khagrachhari Zila,96045,9.6,11.6,12.8,10.4,9.4,9.6,25.2,5.7,2.1,3.7,00110
46,49.0,XX.0,XXX,XX,02,  Khagrachhari Sadar Upazila,47278,8.7,10.5,12.1,10.6,9.5,10.1,28.0,5.8,1.8,2.8,00110
46,70.0,XX.0,XXX,XX,02,  Matiranga Upazila,23913,11.1,13.0,14.1,9.8,9.1,9.2,21.7,5.1,2.4,4.4,00110
46,80.0,XX.0,XXX,XX,02,  Ramgarh Upazila,24854,10.0,12.1,12.9,10.4,9.3,9.3,23.2,6.0,2.3,4.6,00110
22,XX.0,XX.0,XXX,XX,02, Cox's Bazar Zila,292523,11.3,12.9,12.1,10.9,11.3,10.8,22.0,4.5,1.7,2.6,00110
22,16.0,XX.0,XXX,XX,02,  Chakoria Upazila,72669,11.9,14.8,14.3,11.0,9.5,8.6,20.1,4.8,1.8,3.1,00110
22,24.0,XX.0,XXX,XX,02,  Cox's Bazar Sadar Upazila,167477,10.9,11.8,11.0,10.8,12.2,11.9,23.3,4.4,1.6,2.2,00110
22,49.0,XX.0,XXX,XX,02,  Maheshkhali Upazila,27321,11.4,13.8,12.9,11.1,9.9,9.4,20.3,5.2,2.2,3.7,00110
22,90.0,XX.0,XXX,XX,02,  Teknaf Upazila,25056,12.8,13.5,12.0,10.7,11.7,11.2,20.3,4.0,1.7,2.2,00110
15,XX.0,XX.0,XXX,XX,02, Chittagong Zila,2971102,8.8,10.0,10.5,11.4,12.7,11.5,25.1,5.3,2.0,2.6,00110
15,6.0,XX.0,XXX,XX,02,  Bayejid Bostami Thana,211355,9.4,10.3,10.3,11.8,13.7,12.2,24.0,4.4,1.7,2.2,00110
15,8.0,XX.0,XXX,XX,02,  Banshkhali Upazila,36910,12.4,14.4,13.3,9.2,8.2,8.3,21.1,6.0,2.6,4.4,00110
15,10.0,XX.0,XXX,XX,02,  Bakalia Thana,262703,9.8,11.1,11.3,11.5,12.3,11.1,23.9,4.9,1.8,2.2,00110
15,18.0,XX.0,XXX,XX,02,  Chandanaish  Upazila,35248,10.7,12.5,13.3,11.5,9.3,8.1,21.3,6.0,2.7,4.7,00110
15,19.0,XX.0,XXX,XX,02,  Chandgaon Thana,256411,8.7,9.6,10.3,12.2,14.1,12.1,23.8,4.8,1.9,2.5,00110
15,20.0,XX.0,XXX,XX,02,  Chittagong Port Thana,208260,7.8,8.4,8.6,12.3,16.5,14.4,24.9,4.1,1.4,1.7,00110
15,28.0,XX.0,XXX,XX,02,  Double Mooring Thana,361154,8.4,9.6,10.1,11.1,12.6,12.0,26.7,5.5,1.9,2.2,00110
15,35.0,XX.0,XXX,XX,02,  Halishahar Thana,151515,9.2,10.5,10.6,10.5,11.5,11.2,25.9,5.6,2.2,2.9,00110
15,37.0,XX.0,XXX,XX,02,  Hathazari Upazila,60,0.0,0.0,0.0,0.0,33.3,20.0,45.0,1.7,0.0,0.0,00110
15,41.0,XX.0,XXX,XX,02,  Kotwali Thana,319972,6.7,8.1,10.0,10.9,12.1,11.0,28.4,7.1,2.3,3.4,00110
15,43.0,XX.0,XXX,XX,02,  Khulshi Thana,278623,8.8,10.1,10.6,11.0,12.8,12.0,25.6,5.2,1.9,2.2,00110
15,53.0,XX.0,XXX,XX,02,  Mirsharai Upazila,27820,9.7,11.5,11.9,11.0,10.1,8.9,23.5,6.3,2.7,4.5,00110
15,55.0,XX.0,XXX,XX,02,  Pahartali Thana,190637,9.3,10.1,10.0,11.1,12.6,12.1,25.4,5.2,1.9,2.4,00110
15,57.0,XX.0,XXX,XX,02,  Panchlaish Thana,219132,8.8,10.0,11.0,12.0,12.7,11.3,24.8,5.3,1.8,2.4,00110
15,61.0,XX.0,XXX,XX,02,  Patiya Upazila,55323,9.5,11.2,12.0,12.3,11.5,9.5,22.8,5.4,2.1,3.6,00110
15,65.0,XX.0,XXX,XX,02,  Patenga Thana,132677,9.2,10.2,9.7,11.3,14.1,12.9,24.6,4.6,1.5,2.0,00110
15,70.0,XX.0,XXX,XX,02,  Rangunia Upazila,32641,9.7,12.1,13.0,11.1,9.3,8.6,23.1,6.2,2.5,4.3,00110
15,74.0,XX.0,XXX,XX,02,  Raozan Upazila,59148,9.0,10.8,11.7,11.4,10.3,9.4,23.8,6.3,2.7,4.6,00110
15,78.0,XX.0,XXX,XX,02,  Sandwip Upazila,41365,10.8,13.7,13.1,10.4,8.9,7.9,20.6,6.0,3.2,5.2,00110
15,82.0,XX.0,XXX,XX,02,  Satkania Upazila,45001,11.5,13.2,13.9,10.8,8.6,7.7,21.2,5.9,2.8,4.4,00110
15,86.0,XX.0,XXX,XX,02,  Sitakunda Upazila,45147,9.3,11.1,11.6,11.3,9.9,9.4,24.2,6.2,2.5,4.4,00110
84,XX.0,XX.0,XXX,XX,02, Rangamati Zila,97807,8.4,10.6,12.1,10.7,10.2,10.6,26.1,5.9,2.1,3.3,00110
84,7.0,XX.0,XXX,XX,02,  Baghaichhari Upazila,13807,9.0,12.2,13.1,9.5,9.0,10.3,24.4,5.7,2.8,4.2,00110
84,87.0,XX.0,XXX,XX,02,  Rangamati Sadar Upazila,84000,8.3,10.3,11.9,10.9,10.4,10.7,26.4,5.9,2.0,3.2,00110
30,XX.0,XX.0,XXX,XX,02, Feni Zila,283785,10.6,12.3,12.6,10.9,9.9,9.6,22.5,5.4,2.4,4.0,00110
30,14.0,XX.0,XXX,XX,02,  Chhagalnaiya Upazila,45177,10.8,12.4,12.5,11.0,9.3,8.9,21.1,6.0,3.1,5.1,00110
30,25.0,XX.0,XXX,XX,02,  Daganbhuiyan Upazila,32080,10.5,12.3,12.9,11.3,9.4,9.0,22.4,5.3,2.4,4.6,00110
30,29.0,XX.0,XXX,XX,02,  Feni Sadar Upazila,156971,10.4,11.9,12.4,11.0,10.3,10.1,23.5,5.1,2.1,3.2,00110
30,51.0,XX.0,XXX,XX,02,  Parshuram Upazila,29691,11.0,13.3,12.2,10.2,9.2,8.5,21.3,6.4,2.9,5.0,00110
30,94.0,XX.0,XXX,XX,02,  Sonagazi Upazila,19866,11.0,13.2,14.0,10.6,9.6,8.8,20.0,5.3,2.5,4.9,00110
75,XX.0,XX.0,XXX,XX,02, Noakhali Zila,364460,10.4,12.6,13.1,11.2,9.9,8.8,21.7,5.6,2.5,4.3,00110
75,7.0,XX.0,XXX,XX,02,  Begumganj Upazila,80001,10.5,12.4,13.0,11.0,10.3,9.0,21.9,5.4,2.4,4.0,00110
75,10.0,XX.0,XXX,XX,02,  Chatkhil Upazila,31395,10.4,12.4,13.7,11.2,9.3,8.6,21.0,5.6,2.7,5.1,00110
75,21.0,XX.0,XXX,XX,02,  Companiganj Upazila,29877,11.2,13.7,13.6,10.8,9.0,9.1,21.3,5.1,2.3,4.0,00110
75,36.0,XX.0,XXX,XX,02,  Hatiya Upazila,44802,12.8,15.4,13.1,9.5,7.9,8.0,20.9,5.6,2.6,4.1,00110
75,47.0,XX.0,XXX,XX,02,  Kabirhat Upazila,17448,11.1,14.7,14.5,10.8,8.5,7.7,19.4,5.8,2.6,4.8,00110
75,80.0,XX.0,XXX,XX,02,  Senbagh Upazila,19065,10.5,12.8,13.2,11.4,9.1,8.5,20.5,5.6,3.0,5.4,00110
