ZL,UZ,UN/WA,MZ/MH,Vill,RMO,Administrative Unit Residence Community,Number of Households,Type of Structure (%)-Pucka,Type of Structure (%)-Semi-pucka,Type of Structure (%)-Kutcha,Type of Structure (%)-Jhupri,Toilet Facility (%)-Sanitary (water-sealed),Toilet Facility (%)-Sanitary (non water-sealed),Toilet Facility (%)-Non-sanitary,Toilet Facility (%)-None,check_var
9.0,18.0,14.0,XXX,XX,03,  Bapta Union,6184,2.0,17.9,77.9,2.1,18.2,47.4,29.8,4.6,00110
9.0,18.0,36.0,XXX,XX,03,  Dhania Union,1587,1.9,13.7,82.7,1.7,7.6,42.8,43.6,6.0,00110
9.0,21.0,XX.0,XXX,XX,03,  Burhanuddin Upazila,5378,1.1,8.5,89.6,0.8,6.5,52.2,37.7,3.6,00110
9.0,21.0,16.0,XXX,XX,03,  Bara Manika Union,2115,1.0,10.7,87.1,1.2,11.4,55.1,31.3,2.2,00110
9.0,21.0,57.0,XXX,XX,03,  Kutba Union,3263,1.1,7.0,91.3,0.6,3.2,50.4,41.8,4.6,00110
9.0,25.0,XX.0,XXX,XX,03,  Char Fasson Upazila,4804,1.0,10.8,83.1,5.1,6.9,51.5,37.5,4.1,00110
9.0,25.0,66.0,XXX,XX,03,  Jinnaghar Union,4804,1.0,10.8,83.1,5.1,6.9,51.5,37.5,4.1,00110
9.0,54.0,XX.0,XXX,XX,03,  Lalmohan Upazila,3355,0.7,6.3,89.7,3.4,19.3,61.1,17.2,2.5,00110
9.0,54.0,57.0,XXX,XX,03,  Lalmohan Union,3355,0.7,6.3,89.7,3.4,19.3,61.1,17.2,2.5,00110
9.0,65.0,XX.0,XXX,XX,03,  Manpura Upazila,209,2.4,1.0,88.5,8.1,0.0,37.8,47.4,14.8,00110
9.0,65.0,23.0,XXX,XX,03,  Hajirhat Union,209,2.4,1.0,88.5,8.1,0.0,37.8,47.4,14.8,00110
9.0,91.0,XX.0,XXX,XX,03,  Tazumuddin Upazila,4537,1.3,4.4,87.2,7.1,7.7,67.6,18.9,5.8,00110
9.0,91.0,57.0,XXX,XX,03,  Chandpur Union,4537,1.3,4.4,87.2,7.1,7.7,67.6,18.9,5.8,00110
4.0,XX.0,XX.0,XXX,XX,03, Barguna Zila,6370,2.7,7.9,87.9,1.5,22.8,50.7,24.0,2.5,00110
4.0,9.0,XX.0,XXX,XX,03,  Amtali Upazila,1017,1.3,2.9,91.4,4.4,1.8,35.2,55.4,7.7,00110
4.0,9.0,13.0,XXX,XX,03,  Amtali Union,1017,1.3,2.9,91.4,4.4,1.8,35.2,55.4,7.7,00110
4.0,19.0,XX.0,XXX,XX,03,  Bamna Upazila,1776,5.5,15.3,78.8,0.4,22.7,53.7,21.1,2.5,00110
4.0,19.0,23.0,XXX,XX,03,  Bamna Union,1776,5.5,15.3,78.8,0.4,22.7,53.7,21.1,2.5,00110
4.0,47.0,XX.0,XXX,XX,03,  Betagi Upazila,643,1.6,3.4,94.9,0.2,20.8,51.0,28.1,0.0,00110
4.0,47.0,11.0,XXX,XX,03,  Betagi Union,643,1.6,3.4,94.9,0.2,20.8,51.0,28.1,0.0,00110
4.0,85.0,XX.0,XXX,XX,03,  Patharghata Upazila,2934,1.8,6.1,90.7,1.4,30.6,54.2,14.0,1.2,00110
4.0,85.0,23.0,XXX,XX,03,  Kakchira Union,966,4.1,9.4,84.8,1.7,31.6,59.7,8.4,0.3,00110
4.0,85.0,35.0,XXX,XX,03,  Kalmegha Union,1876,0.6,4.5,93.4,1.4,31.4,49.6,17.3,1.7,00110
4.0,85.0,71.0,XXX,XX,03,  Patharghata Union,92,1.1,2.2,96.7,0.0,4.3,90.2,5.4,0.0,00110
52.0,XX.0,XX.0,XXX,XX,03, Lalmonirhat Zila,8724,2.9,13.5,82.2,1.5,57.2,16.0,20.1,6.8,00110
52.0,2.0,XX.0,XXX,XX,03,  Aditmari Upazila,4469,3.0,10.5,85.5,1.0,82.7,7.0,8.7,1.6,00110
52.0,2.0,10.0,XXX,XX,03,  Bhadai Union,4469,3.0,10.5,85.5,1.0,82.7,7.0,8.7,1.6,00110
52.0,39.0,XX.0,XXX,XX,03,  Kaligang Upazila,4255,2.7,16.6,78.7,2.0,30.3,25.5,32.0,12.3,00110
52.0,39.0,95.0,XXX,XX,03,  Tushbhandar Union,4255,2.7,16.6,78.7,2.0,30.3,25.5,32.0,12.3,00110
77.0,XX.0,XX.0,XXX,XX,03, Panchagarh Zila,8067,8.0,25.3,63.8,2.8,50.2,20.0,17.6,12.2,00110
77.0,4.0,XX.0,XXX,XX,03,  Atwari Upazila,2766,3.3,26.7,65.7,4.3,60.8,13.3,10.4,15.4,00110
77.0,4.0,67.0,XXX,XX,03,  Radhanagar Union,2587,2.5,28.0,64.9,4.6,62.5,11.2,11.1,15.2,00110
77.0,4.0,81.0,XXX,XX,03,  Taria Union,179,14.0,7.8,78.2,0.0,37.4,43.6,0.6,18.4,00110
77.0,25.0,XX.0,XXX,XX,03,  Boda Upazila,517,6.2,24.4,66.7,2.7,17.8,7.0,55.5,19.7,00110
77.0,25.0,73.0,XXX,XX,03,  Maidan Dighi Union,517,6.2,24.4,66.7,2.7,17.8,7.0,55.5,19.7,00110
77.0,34.0,XX.0,XXX,XX,03,  Debiganj Upazila,3381,12.6,24.5,60.2,2.8,35.7,27.5,24.2,12.6,00110
77.0,34.0,47.0,XXX,XX,03,  Debiganj Union,3381,12.6,24.5,60.2,2.8,35.7,27.5,24.2,12.6,00110
77.0,73.0,XX.0,XXX,XX,03,  Panchagarh Sadar Upazila,99,3.0,33.3,63.6,0.0,89.9,5.1,0.0,5.1,00110
77.0,73.0,36.0,XXX,XX,03,  Dhakkamara Union,99,3.0,33.3,63.6,0.0,89.9,5.1,0.0,5.1,00110
77.0,90.0,XX.0,XXX,XX,03,  Tentulia Upazila,1304,7.5,24.5,68.0,0.0,75.0,21.1,2.3,1.6,00110
77.0,90.0,81.0,XXX,XX,03,  Tentulia Union,1304,7.5,24.5,68.0,0.0,75.0,21.1,2.3,1.6,00110
85.0,XX.0,XX.0,XXX,XX,03, Rangpur Zila,13769,4.6,27.3,66.5,1.6,25.5,29.4,33.8,11.3,00110
85.0,27.0,XX.0,XXX,XX,03,  Gangachara Upazila,3047,2.8,14.4,82.5,0.4,27.3,30.6,34.1,7.9,00110
85.0,27.0,31.0,XXX,XX,03,  Gangachara Union,3047,2.8,14.4,82.5,0.4,27.3,30.6,34.1,7.9,00110
85.0,58.0,XX.0,XXX,XX,03,  Mithapukur Upazila,1689,7.9,35.6,55.1,1.3,28.4,15.0,42.4,14.3,00110
85.0,58.0,49.0,XXX,XX,03,  Durgapur Union,1689,7.9,35.6,55.1,1.3,28.4,15.0,42.4,14.3,00110
85.0,73.0,XX.0,XXX,XX,03,  Pirgachha Upazila,3511,2.2,14.0,82.9,0.9,8.5,46.1,36.0,9.5,00110
85.0,73.0,76.0,XXX,XX,03,  Pirgachha Union,3511,2.2,14.0,82.9,0.9,8.5,46.1,36.0,9.5,00110
85.0,76.0,XX.0,XXX,XX,03,  Pirganj Upazila,3668,8.3,45.3,42.1,4.3,37.7,18.6,28.9,14.8,00110
85.0,76.0,69.0,XXX,XX,03,  Pirganj Union,3094,8.4,48.8,39.2,3.5,38.9,18.6,28.8,13.8,00110
85.0,76.0,75.0,XXX,XX,03,  Roypur Union,574,7.5,26.1,57.8,8.5,31.5,18.8,29.4,20.2,00110
85.0,92.0,XX.0,XXX,XX,03,  Taraganj Upazila,1854,1.6,30.4,67.9,0.2,27.8,30.2,31.3,10.7,00110
85.0,92.0,71.0,XXX,XX,03,  Kursha Union,1854,1.6,30.4,67.9,0.2,27.8,30.2,31.3,10.7,00110
49.0,XX.0,XX.0,XXX,XX,03, Kurigram Zila,33683,1.5,13.1,83.9,1.5,25.1,40.4,24.3,10.2,00110
49.0,6.0,XX.0,XXX,XX,03,  Bhurungamari Upazila,6588,2.0,15.3,82.5,0.3,29.4,43.2,22.3,5.1,00110
49.0,6.0,19.0,XXX,XX,03,  Bhurungamari Union,6588,2.0,15.3,82.5,0.3,29.4,43.2,22.3,5.1,00110
49.0,8.0,XX.0,XXX,XX,03,  Char Rajibpur Upazila,3593,1.4,3.6,95.0,0.1,19.3,53.5,24.1,3.1,00110
49.0,8.0,19.0,XXX,XX,03,  Char Rajibpur Union,3593,1.4,3.6,95.0,0.1,19.3,53.5,24.1,3.1,00110
49.0,9.0,XX.0,XXX,XX,03,  Chilmari Upazila,11201,1.0,10.0,86.1,2.9,19.2,33.1,29.4,18.3,00110
49.0,9.0,59.0,XXX,XX,03,  Ramna Union,7183,0.5,4.2,93.8,1.5,14.0,34.9,30.6,20.5,00110
49.0,9.0,83.0,XXX,XX,03,  Thanahat Union,4018,1.9,20.5,72.4,5.2,28.5,30.0,27.1,14.3,00110
49.0,18.0,XX.0,XXX,XX,03,  Phulbari Sadar Upazila,3164,1.2,15.2,83.3,0.3,37.3,37.7,19.0,6.0,00110
49.0,18.0,40.0,XXX,XX,03,  Phulbari Union,3164,1.2,15.2,83.3,0.3,37.3,37.7,19.0,6.0,00110
49.0,52.0,XX.0,XXX,XX,03,  Kurigram Sadar Upazila,843,6.9,42.2,49.7,1.2,49.1,14.2,33.8,2.8,00110
49.0,52.0,17.0,XXX,XX,03,  Belgachha Union,843,6.9,42.2,49.7,1.2,49.1,14.2,33.8,2.8,00110
49.0,77.0,XX.0,XXX,XX,03,  Rajarhat Upazila,2241,1.7,26.9,70.5,0.8,24.3,58.8,13.3,3.7,00110
49.0,77.0,21.0,XXX,XX,03,  Chakirpashar Union,1421,2.2,26.7,71.1,0.0,30.8,57.5,6.9,4.9,00110
49.0,77.0,73.0,XXX,XX,03,  Rajarhat Union,820,0.9,27.2,69.6,2.3,13.0,61.0,24.4,1.6,00110
49.0,79.0,XX.0,XXX,XX,03,  Raumari Upazila,6053,1.4,11.7,85.0,1.9,25.2,41.3,22.7,10.8,00110
49.0,79.0,71.0,XXX,XX,03,  Raumari Union,6053,1.4,11.7,85.0,1.9,25.2,41.3,22.7,10.8,00110
32.0,XX.0,XX.0,XXX,XX,03, Gaibandha Zila,21178,5.6,26.5,65.6,2.3,17.9,26.7,39.2,16.1,00110
32.0,21.0,XX.0,XXX,XX,03,  Fulchhari Upazila,1638,0.4,15.1,80.8,3.6,14.4,32.2,34.7,18.7,00110
32.0,21.0,47.0,XXX,XX,03,  Gazaria Union,1638,0.4,15.1,80.8,3.6,14.4,32.2,34.7,18.7,00110
32.0,24.0,XX.0,XXX,XX,03,  Gaibandha Sadar Upazila,6152,5.3,13.9,78.4,2.3,12.9,19.4,43.8,23.8,00110
32.0,24.0,14.0,XXX,XX,03,  Ballamjhar Union,1832,11.1,16.1,69.3,3.4,6.2,10.8,57.4,25.7,00110
32.0,24.0,21.0,XXX,XX,03,  Boali Union,99,13.1,58.6,25.3,3.0,11.1,40.4,28.3,20.2,00110
32.0,24.0,58.0,XXX,XX,03,  Kholahati Union,3871,2.9,13.0,82.2,2.0,16.6,22.4,36.5,24.5,00110
32.0,24.0,85.0,XXX,XX,03,  Mollar Char Union,350,0.0,0.0,99.4,0.6,8.3,25.7,58.3,7.7,00110
32.0,67.0,XX.0,XXX,XX,03,  Palashbari Upazila,5475,7.9,49.9,39.9,2.3,27.4,24.9,32.8,14.9,00110
32.0,67.0,85.0,XXX,XX,03,  Palashbari Union,5475,7.9,49.9,39.9,2.3,27.4,24.9,32.8,14.9,00110
32.0,82.0,XX.0,XXX,XX,03,  Sadullapur Upazila,3122,4.7,23.2,69.2,2.9,15.4,32.7,40.9,11.0,00110
32.0,82.0,13.0,XXX,XX,03,  Banagram Union,2405,5.7,28.0,62.8,3.5,19.8,42.1,28.4,9.7,00110
32.0,82.0,60.0,XXX,XX,03,  Jamalpur Union,717,1.4,7.3,90.8,0.6,1.0,1.1,82.8,15.1,00110
32.0,88.0,XX.0,XXX,XX,03,  Saghata Upazila,3887,6.8,24.9,67.1,1.2,17.8,33.8,43.2,5.3,00110
32.0,88.0,19.0,XXX,XX,03,  Bonar Para Union,2364,9.9,36.4,53.1,0.5,21.3,32.0,40.6,6.1,00110
32.0,88.0,85.0,XXX,XX,03,  Saghata Union,1523,2.0,7.0,88.8,2.2,12.3,36.5,47.2,4.0,00110
32.0,91.0,XX.0,XXX,XX,03,  Sundarganj Upazila,904,1.0,9.1,87.3,2.7,10.3,27.2,31.6,30.9,00110
32.0,91.0,31.0,XXX,XX,03,  Dahabanda Union,904,1.0,9.1,87.3,2.7,10.3,27.2,31.6,30.9,00110
73.0,XX.0,XX.0,XXX,XX,03, Nilphamari Zila,12619,2.2,14.5,81.1,2.2,7.1,22.7,51.5,18.7,00110
73.0,12.0,XX.0,XXX,XX,03,  Dimla Upazila,4405,1.2,17.0,80.6,1.1,0.9,22.8,63.3,13.0,00110
73.0,12.0,19.0,XXX,XX,03,  Dimla Union,4405,1.2,17.0,80.6,1.1,0.9,22.8,63.3,13.0,00110
73.0,15.0,XX.0,XXX,XX,03,  Domar Upazila,5209,2.0,7.0,89.4,1.5,10.1,27.7,42.9,19.3,00110
73.0,15.0,19.0,XXX,XX,03,  Bhogdabari Union,1982,3.6,6.6,86.0,3.8,5.7,44.2,25.2,24.9,00110
73.0,15.0,28.0,XXX,XX,03,  Boragari Union,1265,0.2,8.5,91.1,0.2,1.6,4.9,82.8,10.7,00110
73.0,15.0,38.0,XXX,XX,03,  Domar Union,1962,1.7,6.4,91.8,0.1,20.1,25.7,35.1,19.1,00110
73.0,45.0,XX.0,XXX,XX,03,  Kishoreganj Upazila,2330,2.7,23.3,67.9,6.1,6.5,13.3,48.2,32.0,00110
73.0,45.0,51.0,XXX,XX,03,  Kishoreganj Union,2330,2.7,23.3,67.9,6.1,6.5,13.3,48.2,32.0,00110
73.0,85.0,XX.0,XXX,XX,03,  Saidpur Upazila,675,7.7,25.3,65.5,1.5,26.7,16.9,51.9,4.6,00110
73.0,85.0,23.0,XXX,XX,03,  Bangalipur Union,675,7.7,25.3,65.5,1.5,26.7,16.9,51.9,4.6,00110
94.0,XX.0,XX.0,XXX,XX,03, Thakurgaon Zila,8298,4.0,32.4,61.3,2.2,5.6,12.1,58.8,23.5,00110
94.0,8.0,XX.0,XXX,XX,03,  Baliadangi Upazila,3716,3.3,40.0,54.8,1.9,4.6,11.6,52.9,30.9,00110
94.0,8.0,21.0,XXX,XX,03,  Barabari Union,1976,3.7,39.0,54.8,2.5,6.2,10.2,59.3,24.3,00110
94.0,8.0,73.0,XXX,XX,03,  Duosuo Union,1740,2.8,41.3,54.9,1.1,2.7,13.2,45.7,38.3,00110
94.0,51.0,XX.0,XXX,XX,03,  Haripur Upazila,1671,7.5,21.5,64.9,6.1,9.9,12.7,68.7,8.7,00110
94.0,51.0,81.0,XXX,XX,03,  Haripur Union,1671,7.5,21.5,64.9,6.1,9.9,12.7,68.7,8.7,00110
94.0,94.0,XX.0,XXX,XX,03,  Thakurgaon Sadar Upazila,2911,3.1,29.0,67.6,0.3,4.3,12.5,60.5,22.7,00110
94.0,94.0,52.0,XXX,XX,03,  Jamalpur Union,1958,2.2,29.4,68.2,0.2,4.3,12.1,58.5,25.1,00110
94.0,94.0,58.0,XXX,XX,03,  Mohammadpur Union,288,0.7,26.4,72.9,0.0,1.4,5.9,65.3,27.4,00110
94.0,94.0,68.0,XXX,XX,03,  Rahimanpur Union,665,6.8,28.9,63.5,0.9,5.6,16.5,64.4,13.5,00110
27.0,XX.0,XX.0,XXX,XX,03, Dinajpur Zila,14088,7.9,33.6,52.5,6.0,41.6,12.8,28.7,16.9,00110
27.0,10.0,XX.0,XXX,XX,03,  Birampur Upazila,561,0.5,32.4,61.9,5.2,69.7,19.6,2.3,8.4,00110
27.0,10.0,71.0,XXX,XX,03,  Khanpur Union,191,0.0,16.2,73.3,10.5,80.6,4.7,6.3,8.4,00110
27.0,10.0,83.0,XXX,XX,03,  Pali Prayagpur Union,370,0.8,40.8,55.9,2.4,64.1,27.3,0.3,8.4,00110
27.0,17.0,XX.0,XXX,XX,03,  Biral Upazila,2137,10.1,38.2,44.1,7.6,43.4,5.9,26.6,24.1,00110
27.0,17.0,28.0,XXX,XX,03,  Biral Union,2137,10.1,38.2,44.1,7.6,43.4,5.9,26.6,24.1,00110
27.0,30.0,XX.0,XXX,XX,03,  Chirirbandar Upazila,1878,15.6,40.9,35.3,8.2,22.1,28.1,31.3,18.5,00110
27.0,30.0,13.0,XXX,XX,03,  Abdulpur Union,1878,15.6,40.9,35.3,8.2,22.1,28.1,31.3,18.5,00110
27.0,43.0,XX.0,XXX,XX,03,  Ghoraghat Upazila,208,0.0,18.8,81.3,0.0,9.6,29.8,53.4,7.2,00110
27.0,43.0,38.0,XXX,XX,03,  Ghoraghat Union,208,0.0,18.8,81.3,0.0,9.6,29.8,53.4,7.2,00110
27.0,56.0,XX.0,XXX,XX,03,  Kaharole Upazila,1715,6.4,32.5,56.0,5.0,33.2,14.4,38.7,13.6,00110
27.0,56.0,31.0,XXX,XX,03,  Mukundapur Union,1715,6.4,32.5,56.0,5.0,33.2,14.4,38.7,13.6,00110
27.0,60.0,XX.0,XXX,XX,03,  Khansama Upazila,2111,4.4,17.9,75.6,2.2,53.7,7.1,33.1,6.2,00110
27.0,60.0,15.0,XXX,XX,03,  Alokjhari Union,2111,4.4,17.9,75.6,2.2,53.7,7.1,33.1,6.2,00110
27.0,64.0,XX.0,XXX,XX,03,  Dinajpur Sadar Upazila,1102,9.1,39.1,27.2,24.6,42.6,6.0,29.3,22.1,00110
27.0,64.0,69.0,XXX,XX,03,  Shashara Union,600,5.3,35.7,47.7,11.3,38.0,5.7,24.2,32.2,00110
27.0,64.0,77.0,XXX,XX,03,  Sekhpura Union,502,13.5,43.2,2.8,40.4,48.0,6.4,35.5,10.2,00110
27.0,69.0,XX.0,XXX,XX,03,  Nawabganj Upazila,1750,7.0,53.5,35.1,4.3,54.6,17.5,14.5,13.4,00110
27.0,69.0,17.0,XXX,XX,03,  Binodnagar Union,1099,5.3,55.9,32.0,6.8,47.3,17.9,16.7,18.0,00110
27.0,69.0,43.0,XXX,XX,03,  Golapganj Union,651,10.0,49.6,40.4,0.0,66.8,16.9,10.6,5.7,00110
27.0,77.0,XX.0,XXX,XX,03,  Parbatipur Upazila,2626,6.5,24.0,68.7,0.7,37.4,8.1,31.2,23.3,00110
27.0,77.0,86.0,XXX,XX,03,  Rampur Union,2626,6.5,24.0,68.7,0.7,37.4,8.1,31.2,23.3,00110
10.0,XX.0,XX.0,XXX,XX,03, Bogra Zila,11170,6.5,32.4,56.7,4.4,32.0,40.6,21.8,5.7,00110
10.0,6.0,XX.0,XXX,XX,03,  Adamdighi Upazila,2258,17.4,22.2,58.6,1.8,19.1,33.8,37.9,9.3,00110
10.0,6.0,13.0,XXX,XX,03,  Adam Dighi Union,2258,17.4,22.2,58.6,1.8,19.1,33.8,37.9,9.3,00110
10.0,27.0,XX.0,XXX,XX,03,  Dhunat Upazila,2130,0.4,3.8,93.1,2.6,27.0,46.1,14.7,12.2,00110
10.0,27.0,38.0,XXX,XX,03,  Dhunat Union,2130,0.4,3.8,93.1,2.6,27.0,46.1,14.7,12.2,00110
10.0,88.0,XX.0,XXX,XX,03,  Sherpur Upazila,6782,4.8,44.7,44.6,5.9,37.8,41.1,18.6,2.4,00110
10.0,88.0,28.0,XXX,XX,03,  Garidaha Union,2413,4.7,44.7,41.7,8.9,37.5,43.0,16.7,2.7,00110
10.0,88.0,57.0,XXX,XX,03,  Kusumbi Union,420,4.0,62.6,33.1,0.2,63.8,32.1,3.8,0.2,00110
10.0,88.0,77.0,XXX,XX,03,  Shah-Bandegi Union,3949,5.0,42.8,47.6,4.6,35.3,40.9,21.3,2.5,00110
88.0,XX.0,XX.0,XXX,XX,03, Sirajganj Zila,14796,4.1,10.2,83.4,2.3,16.8,55.0,25.8,2.4,00110
88.0,27.0,XX.0,XXX,XX,03,  Chauhali Upazila,5456,2.1,6.4,89.3,2.2,5.1,72.3,21.0,1.6,00110
88.0,27.0,27.0,XXX,XX,03,  Khas Kaulia Union,4205,0.7,1.1,95.5,2.7,2.0,74.7,21.9,1.3,00110
88.0,27.0,47.0,XXX,XX,03,  Sadia Chandpur Union,1251,7.0,23.9,68.6,0.6,15.4,64.0,18.0,2.6,00110
88.0,44.0,XX.0,XXX,XX,03,  Kamarkhanda Upazila,2358,5.9,18.8,73.5,1.9,45.9,40.8,12.4,0.9,00110
88.0,44.0,38.0,XXX,XX,03,  Jamtail Union,2358,5.9,18.8,73.5,1.9,45.9,40.8,12.4,0.9,00110
88.0,50.0,XX.0,XXX,XX,03,  Kazipur Upazila,946,0.8,4.8,94.3,0.1,22.0,29.2,41.2,7.6,00110
88.0,50.0,25.0,XXX,XX,03,  Gandail Union,180,0.6,12.8,86.7,0.0,75.6,13.3,10.6,0.6,00110
88.0,50.0,77.0,XXX,XX,03,  Sonamukhi Union,766,0.9,2.9,96.1,0.1,9.4,32.9,48.4,9.3,00110
88.0,61.0,XX.0,XXX,XX,03,  Royganj Upazila,447,2.0,8.9,88.4,0.7,39.8,35.6,15.4,9.2,00110
88.0,61.0,38.0,XXX,XX,03,  Dhangara Union,447,2.0,8.9,88.4,0.7,39.8,35.6,15.4,9.2,00110
88.0,67.0,XX.0,XXX,XX,03,  Shahjadpur Upazila,1636,0.1,1.4,91.1,7.4,3.7,27.7,68.6,0.0,00110
88.0,67.0,14.0,XXX,XX,03,  Gala Union,1636,0.1,1.4,91.1,7.4,3.7,27.7,68.6,0.0,00110
88.0,78.0,XX.0,XXX,XX,03,  Sirajganj Sadar Upazila,1885,0.2,1.8,98.0,0.0,20.2,59.0,17.4,3.4,00110
88.0,78.0,16.0,XXX,XX,03,  Baghbati Union,1885,0.2,1.8,98.0,0.0,20.2,59.0,17.4,3.4,00110
88.0,89.0,XX.0,XXX,XX,03,  Tarash Upazila,2068,15.8,27.6,54.0,2.6,14.7,59.3,22.9,3.1,00110
88.0,89.0,84.0,XXX,XX,03,  Tarash Union,2068,15.8,27.6,54.0,2.6,14.7,59.3,22.9,3.1,00110
81.0,XX.0,XX.0,XXX,XX,03, Rajshahi Zila,5990,16.4,22.0,56.9,4.7,31.4,32.8,31.2,4.6,00110
81.0,12.0,XX.0,XXX,XX,03,  Baghmara Upazila,585,7.0,21.0,72.0,0.0,1.0,49.4,48.0,1.5,00110
81.0,12.0,50.0,XXX,XX,03,  Ganipur Union,585,7.0,21.0,72.0,0.0,1.0,49.4,48.0,1.5,00110
81.0,31.0,XX.0,XXX,XX,03,  Durgapur Upazila,344,3.8,17.2,74.4,4.7,7.6,54.4,34.6,3.5,00110
81.0,31.0,11.0,XXX,XX,03,  Deluabari Union,344,3.8,17.2,74.4,4.7,7.6,54.4,34.6,3.5,00110
81.0,34.0,XX.0,XXX,XX,03,  Godagari Upazila,1102,19.3,24.0,51.9,4.7,22.2,10.0,60.6,7.2,00110
81.0,34.0,57.0,XXX,XX,03,  Matikata Union,1102,19.3,24.0,51.9,4.7,22.2,10.0,60.6,7.2,00110
81.0,53.0,XX.0,XXX,XX,03,  Mohanpur Upazila,2642,12.4,23.4,60.3,3.9,36.0,40.9,18.3,4.8,00110
81.0,53.0,13.0,XXX,XX,03,  Bakshimail Union,2419,13.4,23.8,58.6,4.3,37.2,42.7,15.2,4.9,00110
81.0,53.0,81.0,XXX,XX,03,  Royghati Union,223,1.8,19.3,78.9,0.0,22.4,22.0,52.0,3.6,00110
81.0,82.0,XX.0,XXX,XX,03,  Puthia Upazila,1317,29.5,19.1,43.1,8.4,49.7,22.6,24.0,3.6,00110
81.0,82.0,13.0,XXX,XX,03,  Baneshwar Union,697,48.1,21.4,23.7,6.9,42.9,28.1,27.0,2.0,00110
81.0,82.0,81.0,XXX,XX,03,  Silmaria Union,620,8.5,16.5,64.8,10.2,57.4,16.5,20.6,5.5,00110
64.0,XX.0,XX.0,XXX,XX,03, Naogaon Zila,20843,20.8,36.8,38.7,3.7,32.3,26.9,27.7,13.1,00110
64.0,3.0,XX.0,XXX,XX,03,  Atrai Upazila,2912,18.2,44.6,36.3,0.9,51.3,24.0,20.3,4.3,00110
64.0,3.0,10.0,XXX,XX,03,  Ahsanganj Union,558,12.2,42.3,45.2,0.4,44.6,23.8,22.0,9.5,00110
64.0,3.0,21.0,XXX,XX,03,  Bhopara Union,942,21.2,33.4,44.3,1.1,32.3,34.4,26.4,6.9,00110
64.0,3.0,73.0,XXX,XX,03,  Panchupur Union,1412,18.6,52.9,27.5,1.0,66.6,17.2,15.6,0.6,00110
64.0,6.0,XX.0,XXX,XX,03,  Badalgachhi Upazila,1693,25.5,39.9,29.1,5.6,13.5,49.4,19.0,18.0,00110
64.0,6.0,21.0,XXX,XX,03,  Badalgachhi Union,1693,25.5,39.9,29.1,5.6,13.5,49.4,19.0,18.0,00110
64.0,28.0,XX.0,XXX,XX,03,  Dhamoirhat Upazila,680,3.1,44.9,43.7,8.4,36.5,13.4,34.0,16.2,00110
64.0,28.0,63.0,XXX,XX,03,  Jahanpur Union,680,3.1,44.9,43.7,8.4,36.5,13.4,34.0,16.2,00110
64.0,47.0,XX.0,XXX,XX,03,  Manda Upazila,3221,11.0,51.6,32.2,5.2,26.8,19.5,42.5,11.2,00110
64.0,47.0,54.0,XXX,XX,03,  Kusumba Union,1798,12.2,48.4,37.2,2.2,28.6,15.2,45.1,11.1,00110
64.0,47.0,67.0,XXX,XX,03,  Manda Union,1108,10.1,56.0,29.2,4.7,24.0,27.3,40.3,8.4,00110
64.0,47.0,88.0,XXX,XX,03,  Prasadpur Union,315,7.0,54.0,14.3,24.8,26.3,15.9,35.6,22.2,00110
64.0,50.0,XX.0,XXX,XX,03,  Mahadebpur Upazila,3771,36.8,40.3,17.1,5.8,35.8,42.4,11.6,10.1,00110
64.0,50.0,57.0,XXX,XX,03,  Khajur Union,491,23.4,64.2,7.5,4.9,23.8,51.9,15.5,8.8,00110
64.0,50.0,66.0,XXX,XX,03,  Mahadebpur Union,3280,38.8,36.8,18.5,5.9,37.6,41.0,11.1,10.3,00110
64.0,69.0,XX.0,XXX,XX,03,  Niamatpur Upazila,1467,32.3,19.6,45.0,3.1,51.5,19.6,17.9,11.1,00110
64.0,69.0,52.0,XXX,XX,03,  Niamatpur Union,1467,32.3,19.6,45.0,3.1,51.5,19.6,17.9,11.1,00110
64.0,79.0,XX.0,XXX,XX,03,  Porsha Upazila,2517,6.1,23.8,67.7,2.3,13.6,19.1,46.7,20.6,00110
64.0,79.0,55.0,XXX,XX,03,  Nithpur Union,2517,6.1,23.8,67.7,2.3,13.6,19.1,46.7,20.6,00110
64.0,85.0,XX.0,XXX,XX,03,  Raninagar Upazila,1726,13.0,46.6,38.1,2.4,40.2,10.4,31.9,17.6,00110
64.0,85.0,84.0,XXX,XX,03,  Raninagar Union,1726,13.0,46.6,38.1,2.4,40.2,10.4,31.9,17.6,00110
64.0,86.0,XX.0,XXX,XX,03,  Sapahar Upazila,2856,26.3,18.3,53.3,2.0,26.8,28.2,29.1,16.0,00110
64.0,86.0,71.0,XXX,XX,03,  Sapahar Union,2632,28.0,19.0,50.8,2.2,29.0,30.4,25.3,15.2,00110
64.0,86.0,79.0,XXX,XX,03,  Shiranti Union,224,6.7,10.7,82.6,0.0,0.0,1.8,73.2,25.0,00110
70.0,XX.0,XX.0,XXX,XX,03, Chapai Nawabganj Zila,10232,17.1,39.2,37.2,6.5,20.8,21.3,51.6,6.3,00110
70.0,18.0,XX.0,XXX,XX,03,  Bholahat Upazila,3268,17.4,46.1,30.8,5.6,23.8,37.7,35.4,3.0,00110
70.0,18.0,18.0,XXX,XX,03,  Bholahat Union,3268,17.4,46.1,30.8,5.6,23.8,37.7,35.4,3.0,00110
